№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
6578;313398-1;1401558-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Диск сцепления;Диск сцепления МТЗ-1221;2;Штука;5 100.00;10 200.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6579;313398-1;1401598-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Режущий аппарат и их части;Сегменты ножа режущего аппарата косилки КС-2,1;1500;Штука;26.80;40 200.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6580;313398-1;1401566-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;шестеренчатый насос;Насос гидравлический НШ-32 круглый;2;Штука;13 400.00;26 800.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6581;313398-1;1401589-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной А1280;10;Штука;380.00;3 800.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6582;313398-1;1401561-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;грабли боковые;Зубодержатели для граблей тракторных;25;Штука;536.00;13 400.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6583;313398-1;1401570-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Части измельчителья;Нож на косилку;40;Штука;1 517.50;60 700.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6584;313398-1;1401551-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;фильтр масляный;Фильтр топливный Камаз евро 2;4;Штука;200.00;800.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6585;313398-1;1401568-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Лемех плуга;Ножи (лемеха)на ПКЛ-70 с победитовой наплавкой;4;Штука;2 500.00;10 000.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6586;313398-1;1401564-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Водяной насос (помпа);Насос водяной (помпа) МТЗ-82;1;Штука;4 500.00;4 500.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6587;313398-1;1401574-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Радиатор системы охлаждения;Радиатор охлаждения МТЗ-1221;1;Штука;40 200.00;40 200.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6588;313398-1;1401588-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной А1250;10;Штука;380.00;3 800.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6589;313398-1;1401557-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Диск сцепления;Диск опорный сцепления МТЗ-82;2;Штука;5 350.00;10 700.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6590;313398-1;1401599-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;фильтр масляный;Фильтр маслянный гидравлический МТЗ-82;10;Штука;360.00;3 600.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6591;313398-1;1401491-ЗЦП3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Автошина;Автошины 205х70R16, 91Q;36;Штука;12 050.00;433 800.00;2016-03-15 09:30:00;2016-03-25 09:30:00;Запрос ценовых предложений;Закупка не состоялась
6592;313074-1;1401464-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло трансмиссионное;Масло трансмисионное для АКПП Лексус, Тойота Камри. ATF TYPE T-IV (Automatic Transmission Fluid Type T-IV 0888601705);80;Литр (куб. дм.);982.13;78 570.40;2016-03-14 12:57:55;2016-03-19 12:57:55;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6593;312665-1;1401541-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Втулка;Сайлент-блок ВАЗ-2121 подвески компл.;10;Штука;2 860.00;28 600.00;2016-03-14 12:48:27;2016-03-19 12:48:27;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6594;312251-1;1401698-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Карандаш;карандаш простой;540;Штука;10.74;5 799.60;2016-03-14 12:02:30;2016-03-19 12:02:30;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6595;312251-1;1401699-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Клей;клей карандаш;189;Штука;68.72;12 988.08;2016-03-14 12:02:30;2016-03-19 12:02:30;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6596;312251-1;1401470-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Маркер;Маркер пластиковый перманентный (нестираемый), круглый наконечник 3мм;123;Набор;57.72;7 099.56;2016-03-14 12:02:30;2016-03-19 12:02:30;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6597;312251-1;1401702-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Нож;нож канцелярский;27;Штука;51.85;1 399.95;2016-03-14 12:02:30;2016-03-19 12:02:30;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6598;312251-1;1401477-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Пленка для ламинирования;размер 85*120 мм;40;Штука;107.50;4 300.00;2016-03-14 12:02:30;2016-03-19 12:02:30;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6599;312251-1;1401695-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Дырокол;дыракол;12;Штука;375.00;4 500.00;2016-03-14 12:02:30;2016-03-19 12:02:30;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6600;311865-1;1401542-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Свеча зажигания;Свеча зажигания для инжекторного двигателя длинная под ключ 16мм;50;Штука;224.00;11 200.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6601;311865-1;1401544-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Свеча зажигания;Свечи зажигания короткие;50;Комплект;224.00;11 200.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6602;311865-1;1401560-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Заклепка;Заклепка Ф5мм, длина 16мм для крепления сегментов .;40;Килограмм;447.50;17 900.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6603;311865-1;1401562-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;грабли боковые;Зубья грабельные;40;Штука;465.00;18 600.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6604;311865-1;1401567-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;шестеренчатый насос;Насос гидравлический НШ-100;1;Штука;26 800.00;26 800.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6605;311865-1;1401576-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Рукава резиновые высокого давления;РВД 24 длина 100см.;40;Метр;1 607.50;64 300.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6606;311865-1;1401578-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Рукава резиновые высокого давления;РВД 32 длина 100см.;10;Метр;1 520.00;15 200.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6607;311865-1;1401602-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Форсунка топливная;Форсунка МТЗ-82;2;Штука;5 350.00;10 700.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6608;311865-1;1401604-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Части измельчителья;Шарнир верхний КС-2,1;2;Штука;7 150.00;14 300.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6609;311865-1;1401536-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Радиатор системы охлаждения;Радиатор охлаждения трехрядный ВАЗ 21214;2;Штука;7 700.00;15 400.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6610;311865-1;1401600-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;фильтр масляный;Фильтр маслянный МТЗ-82 нового образца;4;Штука;1 300.00;5 200.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6611;311865-1;1401556-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Режущий аппарат и их части;Головка ножа КЗНМ;15;Штука;1 426.67;21 400.05;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6612;311865-1;1401529-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Поршневая группа;Цилиндро-поршневая группа Ф100 (гильзы цилиндра, поршня, поршневые кольца, поршневые пальцы, стопорные кольца, кольца под гильзы);2;Комплект;21 900.00;43 800.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6613;311865-1;1401559-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Диск сцепления;Диск сцепления МТЗ-82;2;Штука;4 000.00;8 000.00;2016-03-14 11:49:53;2016-03-19 11:49:53;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
6614;311758-1;1401412-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Атропина сульфат;Лекарственная форма - бесцветный прозрачный раствор;16;Упаковка;250.00;4 000.00;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6615;311758-1;1401415-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Катозал;прозрачная жидкость розового цвета. Состав: бутофосфан, цианкобаламин, солброл и вода для инъекций;4;Флакон;2 400.00;9 600.00;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6616;311758-1;1401417-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Витамин Е или (D- и DL-) альфа - токоферол| бета- и гамма - токоферол;Бесцветное масло, не растворимое в воде, растворяется в спирте, бензоле и жирах| в отсутствие кислорода и света соединение устойчиво к нагреванию;2.5;Флакон;1 360.00;3 400.00;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6617;311758-1;1401421-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Алкаин;Прозрачная бесцветная жидкость;15;Флакон;60.00;900.00;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6618;311758-1;1401422-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Бинт марлевый;Наиболее часто применяемый бинт в виде марлевой ленты;50;Штука;62.00;3 100.00;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6619;311758-1;1401423-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Хлорид натрия (хлористый натрий);чистый (ч.), 99,8%, ГОСТ 4233-77;318;Килограмм;312.57;99 397.26;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6620;311758-1;1401425-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Спрей антисептический;Антисептический спрей для предотвращения попадания инфекции в мелкие раны, царапины и ожоги;2;Флакон;900.00;1 800.00;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6621;311758-1;1401431-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Глюкоза;порошок;149;Флакон;310.06;46 198.94;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6622;311758-1;1401435-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Хлорамин;Мелкокристаллический порошок;25;Упаковка;60.00;1 500.00;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6623;311758-1;1401437-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Катозал;прозрачная жидкость розового цвета. Состав: бутофосфан, цианкобаламин, солброл и вода для инъекций;11;Флакон;818.18;8 999.98;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6624;311758-1;1401446-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Оборудование вспомогательное;инстр для биркования;2;Штука;4 450.00;8 900.00;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6625;311758-1;1401445-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Лавсан;Плетеные хирургические нити белого и зеленого цвета, обладает высокой прочностью, эластичностью, не вызывает тканевой реакции;3;Упаковка;3 566.66;10 699.98;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6626;311758-1;1401444-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Оборудование вспомогательное;Оборудование вспомогательное;10;Штука;470.00;4 700.00;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6627;311758-1;1401442-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Перекись водорода;Бесцветная жидкость;25;Флакон;44.00;1 100.00;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6628;311758-1;1401441-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Скипидар живичный;Бесцветная или желтоватая жидкость с характерным сосновым запахом. Хорошо растворяется в неполярных органических растворителях, диэтиловом эфире, ацетоне, этаноле. Не растворяется в воде;3;Литр (куб. дм.);3 466.66;10 399.98;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6629;311758-1;1401409-ОИ3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Бензилпенициллин;Порошок для приготовления раствора для инъекций. Срок годности 2019 года;544;Флакон;28.49;15 498.56;2016-03-15 16:45:57;2016-03-20 16:45:57;Из одного источника по несостоявшимся закупкам;Закупка состоялась
6630;276990-1;1401585-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень приводной;Ремень приводной А 944;15;Штука;806.67;12 100.05;2016-03-09 09:00:00;2016-03-16 10:00:00;Запрос ценовых предложений;Закупка состоялась
6631;276990-1;1401553-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Шкворень;Шкворни ГАЗ-53 на подшипниках;1;Штука;4 000.00;4 000.00;2016-03-09 09:00:00;2016-03-16 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6632;276990-1;1401601-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;фильтр масляный;Фильтр топливный тонкой очистки МТЗ-82 нового образца;10;Штука;230.00;2 300.00;2016-03-09 09:00:00;2016-03-16 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6633;276990-1;1401543-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Свеча зажигания;Свечи зажигания длинные;100;Штука;223.00;22 300.00;2016-03-09 09:00:00;2016-03-16 10:00:00;Запрос ценовых предложений;Закупка состоялась
6634;276990-1;1401565-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;шестеренчатый насос;Насос гидравлический НШ-10Л;1;Штука;5 600.00;5 600.00;2016-03-09 09:00:00;2016-03-16 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6635;276990-1;1401540-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Рессора листовая;Рессора ЗИЛ-130 задняя в сборе с ушком (16 листов) L=1601мм;2;Штука;47 650.00;95 300.00;2016-03-09 09:00:00;2016-03-16 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6636;276990-1;1401606-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Части измельчителья;Эксцентрик для косилки КС-21;2;Штука;2 650.00;5 300.00;2016-03-09 09:00:00;2016-03-16 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6637;276990-1;1401590-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной Б1103 ЗИЛ;8;Штука;1 700.00;13 600.00;2016-03-09 09:00:00;2016-03-16 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6638;276990-1;1401548-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;фильтр для очистки воздуха;Фильтр воздушный ВАЗ 21214;20;Штука;625.00;12 500.00;2016-03-09 09:00:00;2016-03-16 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6639;276990-1;1401552-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Цепь привода распределительного вала;Цепь моторная ВАЗ-21214;3;Штука;1 700.00;5 100.00;2016-03-09 09:00:00;2016-03-16 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6640;240607-1;1401423-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Хлорид натрия (хлористый натрий);чистый (ч.), 99,8%, ГОСТ 4233-77;318;Килограмм;312.57;99 397.26;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6641;240607-1;1401409-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Бензилпенициллин;Порошок для приготовления раствора для инъекций. Срок годности 2019 года;544;Флакон;28.49;15 498.56;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6642;240607-1;1401437-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Катозал;прозрачная жидкость розового цвета. Состав: бутофосфан, цианкобаламин, солброл и вода для инъекций;11;Флакон;818.18;8 999.98;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6643;240607-1;1401412-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Атропина сульфат;Лекарственная форма - бесцветный прозрачный раствор;16;Упаковка;250.00;4 000.00;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6644;240607-1;1401415-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Катозал;прозрачная жидкость розового цвета. Состав: бутофосфан, цианкобаламин, солброл и вода для инъекций;4;Флакон;2 400.00;9 600.00;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6645;240607-1;1401446-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Оборудование вспомогательное;инстр для биркования;2;Штука;4 450.00;8 900.00;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6646;240607-1;1401431-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Глюкоза;порошок;149;Флакон;310.06;46 198.94;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6647;240607-1;1401421-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Алкаин;Прозрачная бесцветная жидкость;15;Флакон;60.00;900.00;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6648;240607-1;1401425-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Спрей антисептический;Антисептический спрей для предотвращения попадания инфекции в мелкие раны, царапины и ожоги;2;Флакон;900.00;1 800.00;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6649;240607-1;1401435-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Хлорамин;Мелкокристаллический порошок;25;Упаковка;60.00;1 500.00;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6650;240607-1;1401422-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Бинт марлевый;Наиболее часто применяемый бинт в виде марлевой ленты;50;Штука;62.00;3 100.00;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6651;240607-1;1401417-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Витамин Е или (D- и DL-) альфа - токоферол| бета- и гамма - токоферол;Бесцветное масло, не растворимое в воде, растворяется в спирте, бензоле и жирах| в отсутствие кислорода и света соединение устойчиво к нагреванию;2.5;Флакон;1 360.00;3 400.00;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6652;240607-1;1401442-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Перекись водорода;Бесцветная жидкость;25;Флакон;44.00;1 100.00;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6653;240607-1;1401444-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Оборудование вспомогательное;Оборудование вспомогательное;10;Штука;470.00;4 700.00;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6654;240607-1;1401445-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Лавсан;Плетеные хирургические нити белого и зеленого цвета, обладает высокой прочностью, эластичностью, не вызывает тканевой реакции;3;Упаковка;3 566.66;10 699.98;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6655;240607-1;1401407-ЗЦП3;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Соль брикетированная;Соль кормовая, лизунец, брикетированная по 4-5 кг.;9761.29;Килограмм;22.32;217 871.99;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6656;240607-1;1401441-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Скипидар живичный;Бесцветная или желтоватая жидкость с характерным сосновым запахом. Хорошо растворяется в неполярных органических растворителях, диэтиловом эфире, ацетоне, этаноле. Не растворяется в воде;3;Литр (куб. дм.);3 466.66;10 399.98;2016-03-01 09:00:00;2016-03-09 10:00:00;Запрос ценовых предложений;Закупка не состоялась
6657;227565-1;1401453-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Топливо дизельное;летнее, плотность при 20 °С не более 860 кг/м3, температура застывания не выше -10°С;154641;Литр (куб. дм.);88.40;13 670 264.40;2016-02-26 09:00:00;2016-03-04 09:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
