№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
689;4093674-1;31202669-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Клей;Клей ПВА. Универсальный;10;Килограмм;1 562.50;15 625.00;2020-03-13 09:00:00;2020-03-20 09:01:00;Запрос ценовых предложений;Закупка не состоялась
690;4090676-1;31307263-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Услуга;Услуги по анализу и мониторингу СМИ;Мониторинг СМИ;1;Одна услуга;964 285.71;964 285.71;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка состоялась
691;4090590-1;33821003-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Услуга;Услуги по размещению рекламы в интернете;Комплексное продвижение медицинских услуг БМЦ в сети Интернет;1;Одна услуга;5 520 000.00;5 520 000.00;2020-03-11 18:02:00;2020-03-18 18:03:00;Запрос ценовых предложений;Закупка состоялась
692;4090340-1;33820861-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Услуга;Услуги по размещению рекламы в интернете;Размещение информации об услугах Больницы в поисковой системе сети Интернет;1;Одна услуга;9 580 000.00;9 580 000.00;2020-03-11 18:00:00;2020-03-18 18:01:00;Запрос ценовых предложений;Закупка состоялась
693;4089376-1;31334337-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Ручка канцелярская;Ручка гелевая (красная);67;Штука;160.00;10 720.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка состоялась
694;4089376-1;31334323-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Конверт;Размер - 230*324 см белый без окна 80 гр.;60;Штука;34.00;2 040.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
695;4089376-1;31334345-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Скоба;Скобы для степлера р.23/6;9;Упаковка;340.00;3 060.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Отказ от лота
696;4089376-1;31334340-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Ручка канцелярская;Ручка шариковая (красная);60;Штука;111.00;6 660.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка состоялась
697;4089376-1;31334380-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Нож;"""Количество предметов в упаковке2 шт.Дополнительно к ножу2 сменных лезвияШирина лезвия2 смДлина рукоятки14 см. Комплектациянож; лезвие. В комплекте 2 сменных лезвия.""";7;Штука;960.00;6 720.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Отказ от лота
698;4089376-1;31334359-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Шило;Материал металл, с пластиковой ручкой.;6;Штука;1 200.00;7 200.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
699;4089376-1;31334385-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Разделитель;Разделители для историй болезни цветные. Размер 51*38 мм.;500;Штука;780.00;390 000.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка состоялась
700;4089376-1;31334321-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Карандаш;Заточенный, ударопрочный грифель, мягкое покрытие корпуса, с ластиком. Чернографитный.;241;Штука;41.00;9 881.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка состоялась
701;4089376-1;31334350-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Диспенсер;"Материал: пластик; снабжена магнитом: форма: овальная.";4;Штука;560.00;2 240.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Отказ от лота
702;4089376-1;31334324-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Конверт;Конверт (110х220мм) белый с отрывной полосой;65;Штука;30.00;1 950.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка состоялась
703;4089376-1;31334341-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Ручка канцелярская;Ручка шариковая (черная);68;Штука;111.00;7 548.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка состоялась
704;4089376-1;31334342-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Резинка;Резинки банковские (для кассы), в упаковке 100 шт;5;Упаковка;630.00;3 150.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
705;4089376-1;31334383-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Термопленка;Бумага факсовая. Термобумага белого цвета для аппарата КТГ, размер 210мм * 22 м;20;Рулон;1 100.00;22 000.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
706;4089376-1;31334384-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Лента канцелярская;Лента сантиметровая двухстороняя. Длина 150 см, Ширина 18 мм.;1;Штука;550.00;550.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Отказ от лота
707;4089129-1;31292797-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Услуга;Услуги по промывке/чистке канализационных сетей/люков;Усиленная химическая промывка модулей ультрафильтрации и системы водоотчистной установки с применением реагентов;1;Одна услуга;821 428.58;821 428.58;2020-03-11 16:00:00;2020-03-18 16:01:00;Запрос ценовых предложений;Закупка не состоялась
708;4089118-1;31033713-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Лосьон;Охлаждающий лосьон после бритья для чувствительной кожи не менее 100мл;92;Штука;2 600.00;239 200.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка состоялась
709;4089118-1;31035955-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Средство специальное;Основное моющее средство для параконвекционного автомата с программой самостоятельной мойки , кислота для удаления жиров и накипии конвектоматов с программой самостоятельной мойки Д 9;47;Штука;17 200.00;808 400.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
710;4089118-1;30996321-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Мыло;Мыло жидкое производится с использованием натуральных масел и экстрактов, уничтожает бактерии. Объем: не менее 300 мл.Мыло-крем подходящий тип кожи: для чувствительной. Эффект от использования: антибактериальный, смягчение, увлажнение. Тип дозирования: дозатор;155;Штука;795.00;123 225.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
711;4089118-1;31028078-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Мыло;Детское мыло не менее 100 гр., без красителей и ароматизаторов, гипоаллергенное.;8;Упаковка;320.00;2 560.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
712;4089118-1;30998594-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Средство моющее;Отбеливатель. Средство с комплексным действием с содержанием хлора, во флаконе обьемом не менее 1 л.;1130;Штука;320.00;361 600.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
713;4089118-1;31046792-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Средство моющее;Средство для мытья полов на спирту для поломоечной машины (в упаковке не менее 9,9 кг);8;Штука;23 800.00;190 400.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
714;4089118-1;31010727-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Салфетка;Салфетки (тряпочки) цветные. Набор салфеток из микрофибры разного цвета размер 40*35 см. Для всех видов уборки. не менее 5 шт в упаковке.;169;Упаковка;830.00;140 270.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
715;4089118-1;31057167-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Мыло;Одноразовые мыло не менее 20гр., упаковка плиссе. Цвет белый. Антибактериальное. Гипоаллергенное.;50;Штука;130.00;6 500.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
716;4089118-1;31053982-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Препарат заживляющий;Ополаскиватель для полости рта. Обладающий антимикробным свойством;33;Штука;720.00;23 760.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
717;4089118-1;31034616-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Губка;Губка для ванны и массажа, для водных процедур. Размер 10*16 см. Жесткий верхний слой с выемками для удобства при использовании.;55;Штука;550.00;30 250.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
718;4089118-1;31057060-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Салфетка;Салфетка из спанлейс размер 47*30, не менее 100 шт в упаковке;120;Упаковка;1 020.00;122 400.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
719;4077460-1;31334328-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Маркер;Маркер для доски 3 цвета в упаковке;5;Набор;520.00;2 600.00;2020-03-06 17:12:21;2020-03-11 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
720;4077458-1;31334375-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Этикет-лента;Бумага cамоклеящаяся цветная универсальная А4 16-дел.(105,0мм х 37,0мм), лимонно-жёлтая;35;Одна пачка;6 800.00;238 000.00;2020-03-06 17:12:19;2020-03-11 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
721;4077457-1;31334379-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Ластик;Ластик. Материал изготовления каучук. Размер 30*20*7 мм.;100;Штука;100.00;10 000.00;2020-03-06 17:12:15;2020-03-11 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
722;4077457-1;31334355-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Тетрадь;Тетрадь общая на пружине (ф. А4, в клетку);32;Штука;843.00;26 976.00;2020-03-06 17:12:15;2020-03-11 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
723;4077457-1;31334351-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Степлер;"""Степлер р.24/6, 26/6.Степлер металлический, офисный,сшивает до 30 листов бумаги. Максимальный отступ от края листа 60 мм. Корпус синего цвета с черной вставкой, со встроенным антистеплеры. Форма степлера округленые края.""";132;Штука;1 220.00;161 040.00;2020-03-06 17:12:15;2020-03-11 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
724;4077457-1;31334325-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Линейка;Длина 30 см, Цвет прозрачный. Пластиковая.;62;Штука;210.00;13 020.00;2020-03-06 17:12:15;2020-03-11 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
725;4077457-1;31334378-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Бейдж;Бейдж с креплением с нитью и рулеткой округлой формы, стандартной длины – 88 мм, ширина 7 см толщина – 5 мм.;92;Штука;530.00;48 760.00;2020-03-06 17:12:15;2020-03-11 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
726;4077457-1;31334367-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Шпагат;шпагат банковский льняной, полированный, используется для опломбирования, вместе с свинцовой пломбой, а также как расходный материал для кассовых операций в банковской системе, торговых точках. Бухта по 2 кг;20;Штука;4 450.00;89 000.00;2020-03-06 17:12:15;2020-03-11 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
727;4077456-1;31334370-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Лента красящая;Термотрансферные ленты с красящим слоем на основе воска. TSC WAX 58мм x 90м (W-5890);40;Штука;4 800.00;192 000.00;2020-03-06 17:12:12;2020-03-11 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
728;4069561-1;31019125-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Средство чистящее;"Чистящее средство для ковров. Шампунь для ручной чистки ковров идеален для влажной уборки ковра и обивки мебели. Компоненты шампуня глубоко проникают в волокна плотной ткани, удаляя пыль и грязь по всей длине ворса. Средство не изменяет структуру и цвет ковра. Состав: менее 5% кислородосодержащий отбеливатель; неионогенные и анионные ПАВ, поликарбоксилаты, ароматизатор, кумарин, гераниол, бутилфенил метилпропиональ. Объем не менее 0,5 литра.";31;Штука;1 820.00;56 420.00;2020-03-05 09:12:24;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
729;4069560-1;31056131-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Кислота лимонная;Лимонная кислота. Порошок белого цвета по 250 гр.;80;Штука;920.00;73 600.00;2020-03-05 09:12:23;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
730;4069559-1;30998594-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Средство моющее;Отбеливатель. Средство с комплексным действием с содержанием хлора, во флаконе обьемом не менее 1 л.;1130;Штука;320.00;361 600.00;2020-03-05 09:12:22;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
731;4069559-1;31035955-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Средство специальное;Основное моющее средство для параконвекционного автомата с программой самостоятельной мойки , кислота для удаления жиров и накипии конвектоматов с программой самостоятельной мойки Д 9;47;Штука;17 200.00;808 400.00;2020-03-05 09:12:22;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
732;4069558-1;31061606-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Средство моющее;Концентрированный хлорный отбеливатель. Используется для отбеливания особо сложных пятен. Масса не менее 25 кг;6;Штука;72 000.00;432 000.00;2020-03-05 09:12:19;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
733;4069558-1;31060985-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Средство дезинфицирующее;Отбеливающее средство с надуксусной кислотой. Используется в комбинации со стиральными средствами, добавками или со стиральным порошком. Хорошее отбеливающие свойства с 60 С. Хорошо удаляет пятна. Масса не менее 22 кг;25;Штука;88 000.00;2 200 000.00;2020-03-05 09:12:19;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
734;4069558-1;31060250-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Средство моющее;Энзимное моющее средство с ПАВ. Моющее средство для белых и деликатных тканей. Применимо во всех типах стиральных машин при любой твердости воды. Предназначен для автоматической дозировки Высокий уровень сурфактанта способствует к отличному удалению пятен. Масса не менее 22 кг;25;Штука;94 000.00;2 350 000.00;2020-03-05 09:12:19;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
735;4069557-1;31010727-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Салфетка;Салфетки (тряпочки) цветные. Набор салфеток из микрофибры разного цвета размер 40*35 см. Для всех видов уборки. не менее 5 шт в упаковке.;169;Упаковка;830.00;140 270.00;2020-03-05 09:12:17;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
736;4069557-1;31057060-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Салфетка;Салфетка из спанлейс размер 47*30, не менее 100 шт в упаковке;120;Упаковка;1 020.00;122 400.00;2020-03-05 09:12:17;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
737;4069556-1;31024830-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Салфетка;Настольные салфетки белые для настольного диспенсера (в упаковке не менее 250 шт.) - в коробке не менее 18 пачек. Размер салфетки 24*21 см.;200;Упаковка;730.00;146 000.00;2020-03-05 09:12:15;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
738;4069555-1;30996321-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Мыло;Мыло жидкое производится с использованием натуральных масел и экстрактов, уничтожает бактерии. Объем: не менее 300 мл.Мыло-крем подходящий тип кожи: для чувствительной. Эффект от использования: антибактериальный, смягчение, увлажнение. Тип дозирования: дозатор;155;Штука;795.00;123 225.00;2020-03-05 09:12:13;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
739;4069555-1;31033713-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Лосьон;Охлаждающий лосьон после бритья для чувствительной кожи не менее 100мл;92;Штука;2 600.00;239 200.00;2020-03-05 09:12:13;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
740;4069554-1;30997378-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Карандаш;Карандаш для чистки утюга. Не содержит абразивов, применяется для мягкой чистки утюгов с металлической и тефлоновой поверхностью, электроплит и других поверхностей из металла. Масса не менее 25 гр.;31;Штука;630.00;19 530.00;2020-03-05 09:12:12;2020-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
741;4053460-1;31312977-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Щетка;Щетка утюжок пласстмассовая 30 см с ручкой.;15;Штука;798.00;11 970.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
742;4053460-1;31312986-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Тройник электрический;с заземлением, с 2 USB портами, цвет белый, 3 гнезда.;5;Штука;3 700.00;18 500.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
743;4053460-1;31313005-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пакет;Пакет zip lock 15*20 см, (с красной полосой) (комплект из 100 шт.)с замком застежкой.;700;Упаковка;9.00;6 300.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
744;4053460-1;31312961-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Нож;Раскройный дисковый нож с механизмом самозаточки и подошвой с роликами. Предназначен для раскроя небольших настилов. Механизм самозаточки. Мотор с воздушным охлажденим. Многогранная форма диска облегчает раскрой тяжелых тканей. Ролики в подошве облегчают перемещение ножа по столу. Диск из быстрорежущей стали. Диаметр диска 100 мм, Высота резки 25 мм.;1;Штука;38 000.00;38 000.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
745;4053460-1;31312929-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Вешалка-плечики;деревяные, лакированые, прочные плечики для одежды взрослых, с расширеным плечом. Размер 48-52.;100;Штука;990.00;99 000.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
746;4053460-1;31313006-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Лента клейкая;Клейкая лента упаковочная Размер ленты: 45мм х 160см. Цвет - прозрачный. Универсальный материал, надежно обеспечивающий целостность любых упаковок и сохранность предметов, помещенных в коробки, ящики и т. Д. Обладает высокой клеящей способностью.;12;Штука;1 000.00;12 000.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
747;4053460-1;31312974-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Стакан;стеклянные, 200 мл с ручкой цвет прозрачный.;120;Штука;780.00;93 600.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка состоялась
748;4053460-1;31313041-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Емкость;Гастроемкости из нержавеющей стали ― это специальные пищевые лотки, предназначенные для приготовления различных блюд – мясных, овощных, рыбных, кондитерских и хлебобулочных изделий. Благодаря высокому качеству материала, гастроемкости из нержавеющей стали отлично подходят для подогрева и хранения продуктов, а также их транспортировки. Нержав сталь, размер GN 150*325*530 (1/1) Гастроемкость с крышкой;1;Штука;25 400.00;25 400.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
749;4053460-1;31313055-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Сковорода;Изготовлена из кованого алюминия с внутренним 2-слойным антипригарным покрытием. Такое покрытие предотвращает пригорание пищи и позволяет готовить с минимальным количеством масла. Эргономичная ручка с покрытием не нагревается и не скользит. Сковорода имеет плоскую форму с низкими бортиками, что позволяет легко и быстро переворачивать блины и оладьи. Посуда подходит для газовых, электрических, стеклокерамических, индукционных плит. Диаметр крышки 25 см.;1;Штука;31 200.00;31 200.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
750;4053460-1;31312992-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Кусачки;Маникюрные кусачки для ногтей, длина изделия 7 см, металлические.;5;Штука;1 700.00;8 500.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
751;4053460-1;31313040-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Вата;Изготовлены из 100% хлопка, хорошо впитывают влагу, круглой формы. В упаковке 120 шт.;14;Упаковка;900.00;12 600.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
752;4053460-1;31313066-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Блендер;Блендер производственный длина насадки из нержавеющей стали 35-50см;1;Штука;12 200.00;12 200.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
753;4053460-1;31312958-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Мешок;упаковочный мешок для транспортировки трупов на молнии, размер 1,5*2,0 м;20;Штука;4 100.00;82 000.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
754;4053460-1;31312928-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Вешалка-плечики;качественные пластмассовые плечики, для верхней одежды взрослых, с расширеным плечиком. Размер 48-52.;645;Штука;300.00;193 500.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка состоялась
755;4053460-1;31313018-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Емкость;"Демонстрационный чемодан (рациональное питание) ""Дисплей тренирует глаза для определения размеров порций, связав их с повседневными вещами. Чехол для переноски размером не менее: 50 см х 35 см х 7см""";1;Штука;6 000.00;6 000.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
756;4053460-1;31313024-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Резинка;Резинка бельевая, в рулоне 90 метров. Не рыхлая, плотная, хорошо тянется.;1;Рулон;4 900.00;4 900.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
757;4053460-1;31312980-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор;Одноразовый гигиен. набор в сумочкешампуни,гели,расчески,зубные и бритвенные наборы,швейные наборы,шапочки для душа,ушные палочки,ватные диски;30;Набор;2 200.00;66 000.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
758;4053460-1;31312973-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Графин;Материал изготовления стекло. Объеим 1,5 литра. С пласстмасовой крышкой, с ручкой, цвет прозрачный.;76;Штука;2 600.00;197 600.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
759;4053460-1;31312942-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Игла;Игла швейная набор из 7 шт;79;Набор;980.00;77 420.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка не состоялась
760;4053460-1;31312954-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Часы;Часы настенные. Форма круглая. Материал корпуса пластик, цвет по согласованию с заказчиком. Диаметр циферблата 30 см. Кварцевый механизм. Циферблат белого цвета, цвет шрифта нанесения цифр черного цвета. Бегущая секундная стрелка.;39;Штука;8 800.00;343 200.00;2020-03-12 09:00:00;2020-03-19 09:01:00;Запрос ценовых предложений;Закупка состоялась
761;4049112-1;31292797-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Услуга;Услуги по промывке/чистке канализационных сетей/люков;Усиленная химическая промывка модулей ультрафильтрации и системы водоотчистной установки с применением реагентов;1;Одна услуга;821 428.58;821 428.58;2020-02-28 17:00:00;2020-03-06 17:01:00;Запрос ценовых предложений;Закупка не состоялась
762;4048736-1;31292802-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Услуга;Услуги по опорожнению/очищению отходов выгребных ям/отстойников/септиков/туалетов;Откачка жироуловителя;1;Одна услуга;625 000.00;625 000.00;2020-02-28 17:00:00;2020-03-06 17:01:00;Запрос ценовых предложений;Закупка состоялась
763;4038073-1;31334353-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Тетрадь;Тетрадь А5 на 48 листов. Клетка;98;Штука;250.00;24 500.00;2020-02-28 17:00:00;2020-03-06 17:00:01;Запрос ценовых предложений;Закупка состоялась
764;4038073-1;31334323-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Конверт;Размер - 230*324 см белый без окна 80 гр.;60;Штука;34.00;2 040.00;2020-02-28 17:00:00;2020-03-06 17:00:01;Запрос ценовых предложений;Закупка не состоялась
765;4038073-1;31334345-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Скоба;Скобы для степлера р.23/6;9;Упаковка;340.00;3 060.00;2020-02-28 17:00:00;2020-03-06 17:00:01;Запрос ценовых предложений;Отказ от лота
766;4038073-1;31334322-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Конверт;Конверт большой (размеры: 36*45см). Белого цвета, из прочного листа бумаги.;4808;Штука;135.00;649 080.00;2020-02-28 17:00:00;2020-03-06 17:00:01;Запрос ценовых предложений;Закупка состоялась
767;4038073-1;31334328-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Маркер;Маркер для доски 3 цвета в упаковке;5;Набор;520.00;2 600.00;2020-02-28 17:00:00;2020-03-06 17:00:01;Запрос ценовых предложений;Закупка не состоялась
768;4038073-1;31334349-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Скрепка;Скрепки никелированные 50 мм.;65;Штука;620.00;40 300.00;2020-02-28 17:00:00;2020-03-06 17:00:01;Запрос ценовых предложений;Закупка состоялась
769;4038073-1;31334367-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Шпагат;шпагат банковский льняной, полированный, используется для опломбирования, вместе с свинцовой пломбой, а также как расходный материал для кассовых операций в банковской системе, торговых точках. Бухта по 2 кг;20;Штука;4 450.00;89 000.00;2020-02-28 17:00:00;2020-03-06 17:00:01;Запрос ценовых предложений;Закупка не состоялась
