№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
284;4002929-1;33261241-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Картридж;картридж EP-Q 2612A/FX 10;8;Штука;3 125.00;25 000.00;2020-02-19 11:10:55;2020-02-26 11:10:59;Запрос ценовых предложений;Закупка состоялась
285;4002929-1;33243228-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Флеш-накопитель;флеш накопитель, 16ГБ;10;Штука;2 678.57;26 785.70;2020-02-19 11:10:55;2020-02-26 11:10:59;Запрос ценовых предложений;Отказ от лота
286;4002929-1;33261686-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Картридж;тонер картридж TN-116 для МФУ KONICA MINOLTA bizhub 185;2;Штука;14 732.00;29 464.00;2020-02-19 11:10:55;2020-02-26 11:10:59;Запрос ценовых предложений;Закупка состоялась
287;4002929-1;33260964-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Картридж;Картридж canon 737 starter;7;Штука;3 125.00;21 875.00;2020-02-19 11:10:55;2020-02-26 11:10:59;Запрос ценовых предложений;Закупка состоялась
288;4002929-1;33261077-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Картридж;картридж canon CRG 737;3;Штука;3 571.00;10 713.00;2020-02-19 11:10:55;2020-02-26 11:10:59;Запрос ценовых предложений;Отказ от лота
289;4002389-1;33234053-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скрепка;металлическая, канцелярская, размер 28 мм;20;Одна пачка;44.60;892.00;2020-02-19 10:21:05;2020-02-26 10:21:08;Запрос ценовых предложений;Закупка состоялась
290;4002389-1;33239199-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Ножницы;"ножницы офисные (5 5/8"" = 15 см), нерж. сталь";5;Штука;223.20;1 116.00;2020-02-19 10:21:05;2020-02-26 10:21:08;Запрос ценовых предложений;Закупка состоялась
291;4002389-1;33241022-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Антистеплер;антистеплер (расшиватель скоб);10;Штука;1 785.70;17 857.00;2020-02-19 10:21:05;2020-02-26 10:21:08;Запрос ценовых предложений;Закупка состоялась
292;4000497-1;33238454-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;Бумага формат А 3, 297х420 мм., 80 г/м2, 500 листов, толщина 100 мкм;3;Штука;2 857.00;8 571.00;2020-02-18 17:55:44;2020-02-25 17:55:48;Запрос ценовых предложений;Отказ от лота
293;4000497-1;33215791-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;бумага для офисного оборудования, формат А4, плотность 80 г/м2, толщина 100 мкм;215;Одна пачка;1 250.00;268 750.00;2020-02-18 17:55:44;2020-02-25 17:55:48;Запрос ценовых предложений;Закупка не состоялась
294;3987959-1;23506843-ОИ3;;"ТОО ""Казстройсистема""";Товар;Скрепка;металлическая, канцелярская, размер 28 мм;20;Одна пачка;44.60;892.00;2020-02-13 17:21:14;2020-02-18 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
295;3948461-1;33243412-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Органайзер;пластиковый, на вращающейся основе;10;Штука;3 571.00;35 710.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
296;3948461-1;33238881-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Калькулятор;бухгалтерский;10;Штука;4 911.00;49 110.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
297;3948461-1;33215791-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;бумага для офисного оборудования, формат А4, плотность 80 г/м2, толщина 100 мкм;215;Одна пачка;1 250.00;268 750.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка не состоялась
298;3948461-1;33230897-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Краска штемпельная;для печатей и штемпелей;2;Штука;446.00;892.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
299;3948461-1;33230622-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Конверт;бумажный, формат А 4;20;Штука;134.00;2 680.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
300;3948461-1;33230771-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Штрих-корректор;канцелярский, с кисточкой;20;Штука;178.00;3 560.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
301;3948461-1;33241273-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Салфетка;Салфетки чистящие влажные для оргтехники, 100 шт, в тубе.;2;Одна пачка;892.80;1 785.60;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Отказ от лота
302;3948461-1;33234291-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Зажим;канцелярский, размер 41 мм.;5;Одна пачка;714.00;3 570.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
303;3948461-1;33233545-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скоба;для канцелярских целей, № 24/6;59;Одна пачка;62.50;3 687.50;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
304;3948461-1;33238585-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Фотобумага;Бумага формат А 3 (двухсторон. Глянец, плотность 160 гр.);2;Штука;6 071.42;12 142.84;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Отказ от лота
305;3948461-1;23506843-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Скрепка;металлическая, канцелярская, размер 28 мм;20;Одна пачка;44.60;892.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка не состоялась
306;3948461-1;23506115-ЗЦП3;;"ТОО ""Казстройсистема""";Товар;Скотч;полипропиленовый, ширина 48 мм, канцелярский;5;Штука;267.80;1 339.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
307;3948461-1;33237515-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Ежедневник;формат А5, датированный, цвет черный;18;Штука;1 785.70;32 142.60;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
308;3948461-1;33231127-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Файл - вкладыш;с перфорацией, из полипропиленовой пленки, для документов, размер 235*305 мм.;2;Одна пачка;893.00;1 786.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Отказ от лота
309;3948461-1;33237661-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Стикер;для заметок, пластиковый, самоклеющийся;20;Одна пачка;142.80;2 856.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
310;3948461-1;33244289-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Нож;9 мм, универсал;5;Штука;178.50;892.50;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
311;3948461-1;33230484-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Клей;канцелярский, карандаш, 25 грамм;17;Штука;178.00;3 026.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
312;3948461-1;33238454-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;Бумага формат А 3, 297х420 мм., 80 г/м2, 500 листов, толщина 100 мкм;3;Штука;2 857.00;8 571.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Отказ от лота
313;3948461-1;33233201-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Ручка канцелярская;Ручка с быстросохнущими чернилами на масляной основе, с резиновым упором для пальцев, цвет резиновой вставки соответствует цвету чернил. цвет чернил-синий;100;Штука;118.75;11 875.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
314;3948461-1;33244403-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Регистр;картонды, пішіні А4, 70 мм;40;Штука;625.00;25 000.00;2020-02-06 17:13:29;2020-02-13 17:13:35;Запрос ценовых предложений;Закупка состоялась
315;3361954-1;23506115-ОИ2;;"ТОО ""Казстройсистема""";Товар;Скотч;полипропиленовый, ширина 48 мм, канцелярский;5;Штука;267.80;1 339.00;2019-05-15 17:42:11;2019-05-20 17:42:11;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
316;3339507-1;23506115-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скотч;полипропиленовый, ширина 48 мм, канцелярский;5;Штука;267.80;1 339.00;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка не состоялась
317;3339507-1;23505214-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Ручка канцелярская;шариковая;133;Штука;89.28;11 874.24;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка состоялась
318;3339507-1;23505806-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скоба;для канцелярских целей, № 24/6;59;Одна пачка;62.50;3 687.50;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка состоялась
319;3339507-1;23507332-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Зажим;канцелярский, размер 41 мм.;5;Одна пачка;714.00;3 570.00;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка состоялась
320;3339507-1;23502937-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Клей;Клей канцелярский, карандаш;17;Штука;178.58;3 035.86;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка состоялась
321;3339507-1;23502139-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Карандаш;қарапайым қарындаш, қатты грифелмен;40;Штука;26.78;1 071.20;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка состоялась
322;3339507-1;23503368-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Конверт;бумажный, формат А 4 Конверт;20;Штука;134.00;2 680.00;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка состоялась
323;3339507-1;23504885-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Файл - вкладыш;с перфорацией, из полипропиленовой пленки, для документов, размер 235*305 мм.;2;Одна пачка;893.00;1 786.00;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка состоялась
324;3339507-1;23504515-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Папка;с резинками, пластиковая, формата А 4, 45 мм.;10;Штука;446.40;4 464.00;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка состоялась
325;3339507-1;23508586-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Стикер;для заметок, пластиковый, самоклеющийся;20;Одна пачка;142.80;2 856.00;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка состоялась
326;3339507-1;23507777-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Зажим;канцелярский, размер 25 мм.;10;Одна пачка;267.80;2 678.00;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка состоялась
327;3339507-1;23506843-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скрепка;металлическая, канцелярская, размер 28 мм;20;Одна пачка;44.60;892.00;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка не состоялась
328;3339507-1;23508135-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Ежедневник;формат А5, датированный;18;Штука;1 785.70;32 142.60;2019-05-04 17:02:39;2019-05-15 17:02:49;Запрос ценовых предложений;Закупка состоялась
329;2997149-1;23501015-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по мойке автотранспорта/спецтехники;услуги автомойки;1;Одна услуга;178 571.00;178 571.00;2019-01-14 17:45:51;2019-01-23 18:00:00;Запрос ценовых предложений;Закупка состоялась
330;2996791-1;23508976-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Регистр;картонды, пішіні А4, 70 мм;40;Штука;625.00;25 000.00;2019-01-14 16:55:20;2019-01-23 18:00:00;Запрос ценовых предложений;Закупка состоялась
331;1264801-1;9555556-ОИ2;;"ТОО ""Казстройсистема""";Услуга;Услуги по метрологической аттестации методики выполнения измерений;Услуги метрологической поверки для теплосчетчика ТС-07;1;Одна услуга;236 607.14;236 607.14;2017-01-26 12:30:22;2017-01-31 12:30:22;Из одного источника по несостоявшимся закупкам;Закупка состоялась
332;1246506-1;9555556-ОИ2;;"ТОО ""Казстройсистема""";Услуга;Услуги по метрологической аттестации методики выполнения измерений;Услуги метрологической поверки для теплосчетчика ТС-07;1;Одна услуга;236 607.14;236 607.14;2017-01-20 18:03:13;2017-01-25 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
333;1241545-1;9639535-ОИ2;;"ТОО ""Казстройсистема""";Товар;Топливо;Дизельное топливо летнее;7000;Литр (куб. дм.);116.07;812 490.00;2017-01-19 18:09:08;2017-01-24 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
334;1230740-1;9556235-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по мойке автотранспорта/спецтехники;Услуги мойки автомашин;1;Одна услуга;214 285.71;214 285.71;2017-01-17 17:21:32;2017-01-24 17:21:38;Запрос ценовых предложений;Закупка состоялась
335;1215297-1;9555556-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по метрологической аттестации методики выполнения измерений;Услуги метрологической поверки для теплосчетчика ТС-07;1;Одна услуга;236 607.14;236 607.14;2017-01-13 12:39:06;2017-01-20 17:58:12;Запрос ценовых предложений;Закупка не состоялась
336;1215004-1;9639535-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Топливо;Дизельное топливо летнее;7000;Литр (куб. дм.);116.07;812 490.00;2017-01-12 18:04:27;2017-01-19 18:04:35;Запрос ценовых предложений;Закупка не состоялась
337;1058229-1;6124656-ОИ3;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;Аккумулятор для автомашины ГАЗ 3302;1;Штука;14 285.71;14 285.71;2016-10-18 19:00:51;2016-10-23 19:00:51;Из одного источника по несостоявшимся закупкам;Закупка состоялась
338;1058229-1;6124628-ОИ3;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;"Аккумулятор для автомашины автокара ""Тойота""";1;Штука;16 071.43;16 071.43;2016-10-18 19:00:51;2016-10-23 19:00:51;Из одного источника по несостоявшимся закупкам;Закупка состоялась
339;1058229-1;6124594-ОИ3;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;Согласно технической спецификации;2;Штука;40 178.57;80 357.14;2016-10-18 19:00:51;2016-10-23 19:00:51;Из одного источника по несостоявшимся закупкам;Закупка состоялась
340;1058229-1;1817288-ОИ3;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;Аккумулятор для автомашины Тойота Камри;2;Штука;14 285.71;28 571.42;2016-10-18 19:00:51;2016-10-23 19:00:51;Из одного источника по несостоявшимся закупкам;Закупка состоялась
341;1048329-1;1835309-ЗЦП7;;"ТОО ""Казстройсистема""";Товар;Масло трансмиссионное;"Трансмиссионное масло для автомашины""Тойота""";10;Литр (куб. дм.);892.85;8 928.50;2016-10-14 16:24:50;2016-10-21 16:24:57;Запрос ценовых предложений;Закупка не состоялась
342;1033746-1;1816118-ОИ2;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;Согласно технической спецификации;1;Штука;14 285.71;14 285.71;2016-10-10 18:44:05;2016-10-15 18:44:05;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
343;1028374-1;6124628-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;"Аккумулятор для автомашины автокара ""Тойота""";1;Штука;16 071.43;16 071.43;2016-10-10 16:45:42;2016-10-17 16:45:51;Запрос ценовых предложений;Закупка не состоялась
344;1028374-1;6124594-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;Согласно технической спецификации;2;Штука;40 178.57;80 357.14;2016-10-10 16:45:42;2016-10-17 16:45:51;Запрос ценовых предложений;Закупка не состоялась
345;1028374-1;1817288-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;Аккумулятор для автомашины Тойота Камри;2;Штука;14 285.71;28 571.42;2016-10-10 16:45:42;2016-10-17 16:45:51;Запрос ценовых предложений;Закупка не состоялась
346;1028374-1;6124656-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;Аккумулятор для автомашины ГАЗ 3302;1;Штука;14 285.71;14 285.71;2016-10-10 16:45:42;2016-10-17 16:45:51;Запрос ценовых предложений;Закупка не состоялась
347;1006331-1;1816118-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;Согласно технической спецификации;1;Штука;14 285.71;14 285.71;2016-09-29 16:28:05;2016-10-06 17:28:12;Запрос ценовых предложений;Закупка не состоялась
348;1006304-1;6124628-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;"Аккумулятор для автомашины автокара ""Тойота""";1;Штука;16 071.43;16 071.43;2016-09-28 17:24:15;2016-10-05 17:24:21;Запрос ценовых предложений;Закупка не состоялась
349;1006275-1;6124594-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;Согласно технической спецификации;2;Штука;40 178.57;80 357.14;2016-09-28 17:19:56;2016-10-05 17:20:05;Запрос ценовых предложений;Закупка не состоялась
350;1006247-1;6124656-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;Аккумулятор для автомашины ГАЗ 3302;1;Штука;14 285.71;14 285.71;2016-09-28 17:14:15;2016-10-05 17:14:24;Запрос ценовых предложений;Закупка не состоялась
351;1006198-1;1817288-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Аккумуляторная батарея;Аккумулятор для автомашины Тойота Камри;2;Штука;14 285.71;28 571.42;2016-09-28 17:07:57;2016-10-05 17:08:04;Запрос ценовых предложений;Закупка не состоялась
352;869704-1;6124411-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по ремонту моторной части автомобилей и средств автотранспортных легковых;Ремонт автомашины Ниссан Теана 218 АДМ;1;Работа;375 000.00;375 000.00;2016-08-09 10:44:20;2016-08-17 10:44:24;Запрос ценовых предложений;Закупка состоялась
353;868061-1;1808291-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по ремонту моторной части автомобилей и средств автотранспортных легковых;Ремонт автомашины Тойота Камри 216 АДМ;1;Работа;803 571.43;803 571.43;2016-08-08 18:10:17;2016-08-16 18:12:37;Запрос ценовых предложений;Закупка состоялась
354;860456-1;1810240-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по ремонту моторной части автомобилей и средств автотранспортных легковых;Ремонт автомашины Тойота Камри 247 АДМ;1;Работа;714 285.71;714 285.71;2016-08-08 17:36:35;2016-08-16 17:42:46;Запрос ценовых предложений;Закупка состоялась
355;842478-1;1841471-ОИ2;;"ТОО ""Казстройсистема""";Товар;Профиль;Оцинкованный лист, 0,35 мм;30;Штука;2 077.68;62 330.40;2016-07-28 17:30:14;2016-08-02 17:30:14;Из одного источника по несостоявшимся закупкам;Закупка состоялась
356;842450-1;1835309-ЗЦП6;;"ТОО ""Казстройсистема""";Товар;Масло трансмиссионное;"Трансмиссионное масло для автомашины""Тойота""";10;Литр (куб. дм.);892.85;8 928.50;2016-07-28 17:54:32;2016-08-05 17:54:44;Запрос ценовых предложений;Закупка не состоялась
357;842236-1;1841788-ОИ2;;"ТОО ""Казстройсистема""";Товар;Присадка, повышающая цетановое число газойлей;Техникалық спецификацияға сәйкес;10;Литр (куб. дм.);1 071.42;10 714.20;2016-07-28 16:43:10;2016-08-02 16:43:10;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
358;841908-1;1842258-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по устройству охранной, пожарной сигнализации, систем видеонаблюдения;Услуги по установке и монтажу системы видеонаблюдения;1;Работа;133 929.00;133 929.00;2016-07-28 16:16:06;2016-08-05 17:16:31;Запрос ценовых предложений;Закупка состоялась
359;819985-1;1842148-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;вата целлюлозная и полотно из волокна целлюлозного с покрытием или пропиткой;Минеральная вата фольгированная;30;Рулон;12 077.68;362 330.40;2016-07-20 16:42:13;2016-07-27 16:42:19;Запрос ценовых предложений;Закупка состоялась
360;819746-1;1841471-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Профиль;Оцинкованный лист, 0,35 мм;30;Штука;2 077.68;62 330.40;2016-07-20 16:20:05;2016-07-27 16:20:47;Запрос ценовых предложений;Закупка не состоялась
361;814733-1;1835309-ОИ5;;"ТОО ""Казстройсистема""";Товар;Масло трансмиссионное;"Трансмиссионное масло для автомашины""Тойота""";10;Литр (куб. дм.);892.85;8 928.50;2016-07-19 15:14:23;2016-07-24 15:14:23;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
362;814312-1;1841788-ОИ2;;"ТОО ""Казстройсистема""";Товар;Присадка, повышающая цетановое число газойлей;Техникалық спецификацияға сәйкес;10;Литр (куб. дм.);1 071.42;10 714.20;2016-07-19 12:18:12;2016-07-24 12:18:12;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
363;812417-1;5540998-ОИ2;;"ТОО ""Казстройсистема""";Товар;Масло индустриальное;Масло индустриальное;150;Литр (куб. дм.);312.50;46 875.00;2016-07-18 18:00:03;2016-07-23 18:00:03;Из одного источника по несостоявшимся закупкам;Закупка состоялась
364;798937-1;1841788-ОИ2;;"ТОО ""Казстройсистема""";Товар;Присадка, повышающая цетановое число газойлей;Техникалық спецификацияға сәйкес;10;Литр (куб. дм.);1 071.42;10 714.20;2016-07-13 16:06:15;2016-07-18 16:06:15;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
365;792689-1;1844338-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Герметик;Согласно технической спецификации;12;Штука;446.42;5 357.04;2016-07-13 10:26:57;2016-07-22 10:26:41;Запрос ценовых предложений;Закупка не состоялась
366;788825-1;1843446-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Жидкость тормозная гидравлическая;Согласно технической спецификации;10;Бутылка;892.86;8 928.60;2016-07-11 12:13:11;2016-07-19 11:13:20;Запрос ценовых предложений;Закупка не состоялась
367;788680-1;1840176-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Масло электроизоляционное;Согласно технической спецификации;90;Литр (куб. дм.);535.71;48 213.90;2016-07-11 12:01:48;2016-07-18 12:01:59;Запрос ценовых предложений;Закупка не состоялась
368;767582-1;1833788-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Масло трансмиссионное;Техникалық қадағалау автокөліктеріне арналған трансмиссиондық майы;20.1;Литр (куб. дм.);2 678.57;53 839.26;2016-07-01 09:30:43;2016-07-12 10:29:52;Запрос ценовых предложений;Закупка состоялась
369;767056-1;1832235-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Масло моторное;Согласно технической спецификации;48;Литр (куб. дм.);2 410.70;115 713.60;2016-06-30 18:35:22;2016-07-11 18:30:38;Запрос ценовых предложений;Закупка состоялась
370;767034-1;1841788-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Присадка, повышающая цетановое число газойлей;Техникалық спецификацияға сәйкес;10;Литр (куб. дм.);1 071.42;10 714.20;2016-06-30 18:19:43;2016-07-11 18:17:51;Запрос ценовых предложений;Закупка не состоялась
371;752919-1;1835309-ЗЦП4;;"ТОО ""Казстройсистема""";Товар;Масло трансмиссионное;"Трансмиссионное масло для автомашины""Тойота""";10;Литр (куб. дм.);892.85;8 928.50;2016-06-27 10:56:35;2016-07-04 10:56:59;Запрос ценовых предложений;Закупка не состоялась
372;743983-1;1844338-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Герметик;Согласно технической спецификации;12;Штука;446.42;5 357.04;2016-06-30 18:18:34;2016-07-11 12:11:54;Запрос ценовых предложений;Закупка не состоялась
373;743929-1;1845182-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Жидкость незамерзающая;Согласно технической спецификации;30;Литр (куб. дм.);446.42;13 392.60;2016-06-22 19:09:56;2016-07-04 10:00:00;Запрос ценовых предложений;Закупка состоялась
374;743887-1;1843446-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Жидкость тормозная гидравлическая;Согласно технической спецификации;10;Бутылка;892.86;8 928.60;2016-06-22 18:59:09;2016-07-04 10:00:00;Запрос ценовых предложений;Закупка не состоялась
375;743846-1;1840176-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Масло электроизоляционное;Согласно технической спецификации;90;Литр (куб. дм.);535.71;48 213.90;2016-06-22 18:53:09;2016-07-04 10:00:00;Запрос ценовых предложений;Закупка не состоялась
376;743579-1;5540998-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Масло индустриальное;Масло индустриальное;150;Литр (куб. дм.);312.50;46 875.00;2016-06-22 18:14:46;2016-06-30 18:14:51;Запрос ценовых предложений;Закупка не состоялась
377;742850-1;1801988-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по ремонту моторной части автомобилей и средств автотранспортных легковых;"Ремонт экскаватора ""Борекс""";1;Работа;267 857.00;267 857.00;2016-06-22 16:58:08;2016-06-29 16:58:13;Запрос ценовых предложений;Закупка состоялась
378;742718-1;1804503-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по ремонту моторной части автомобилей и средств автотранспортных легковых;Ремонт кранов КК-10,20,32;1;Работа;1 875 000.00;1 875 000.00;2016-06-22 16:32:48;2016-06-29 16:32:53;Запрос ценовых предложений;Закупка состоялась
379;735614-1;1827493-ОИ4;;"ТОО ""Казстройсистема""";Товар;Кислород;кислород;50;Один баллон;1 175.00;58 750.00;2016-06-21 10:28:26;2016-06-26 10:28:26;Из одного источника по несостоявшимся закупкам;Закупка состоялась
380;735557-1;1835309-ОИ3;;"ТОО ""Казстройсистема""";Товар;Масло трансмиссионное;"Трансмиссионное масло для автомашины""Тойота""";10;Литр (куб. дм.);892.85;8 928.50;2016-06-21 10:23:45;2016-06-26 10:23:45;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
381;714469-1;1843158-ОИ2;;"ТОО ""Казстройсистема""";Услуга;Услуги по техническому обслуживанию приборов учета тепловой энергии;Услуги по обслуживанию теплоустановок;1;Одна услуга;87 500.00;87 500.00;2016-06-14 18:20:42;2016-06-19 18:20:42;Из одного источника по несостоявшимся закупкам;Закупка состоялась
382;714439-1;1830890-ОИ2;;"ТОО ""Казстройсистема""";Услуга;Услуги по техническому контролю (осмотру) дорожных транспортных средств;Услуги по прохождению техосмотра автотранспортных средств;1;Одна услуга;35 714.00;35 714.00;2016-06-14 18:18:35;2016-06-19 18:18:35;Из одного источника по несостоявшимся закупкам;Закупка состоялась
