№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
1394;4491274-1;28869306-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Устройство многофункциональное;Многофункциональное устройство (печать/копирование/сканирование, факс), тип печати: монохромный, формат бумаги: А4, А5, B5, Letter, Legal, ExecutiveИнтерфейс, подключения: USB, RJ-11, RJ-45, Wi-Fi, картридж в комплекте;9;Штука;153 392.86;1 380 535.74;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1395;4491274-1;28870301-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Панель интерактивная;Интерактивная панель, 75 дюймов, 10 касаний, соотношение сторон: 16:9, крепление в комплекте;1;Штука;848 214.29;848 214.29;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1396;4490836-1;28443580-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Нож;Нож канцелярский;20;Штука;446.43;8 928.60;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1397;4490836-1;28443658-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Регистр;Регистр картонный, формат А4, 5 см, темно-синего цвета;92;Штука;424.11;39 018.12;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1398;4490836-1;28443779-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ручка канцелярская;Ручка шариковая, синяя, 0,7 мм;500;Штука;40.18;20 090.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1399;4490836-1;28443518-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Скотч;Скотч 48*10 см;50;Штука;303.57;15 178.50;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1400;4490836-1;28443867-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Точилка;Точилка для подтачивания грифельного карандаша;30;Штука;139.29;4 178.70;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1401;4490836-1;28443871-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Краска штемпельная;Краска штемпельная синего цвета;10;Штука;683.04;6 830.40;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1402;4490836-1;28443848-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Скрепка;Скрепки 25-28 мм, 100 штук в пачке;30;Одна пачка;125.00;3 750.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1403;4490836-1;28443610-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Нить;Нить для переплета документов, синтетическая, белого цвета, 200 м;5;Бобина;375.00;1 875.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1404;4490836-1;28443124-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Пружина;Пружина для переплета, пластиковая, диаметр 10 мм;43;Штука;16.07;691.01;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1405;4490836-1;28443452-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Штрих-корректор;Штрих-корректор, 20 мл;80;Штука;223.21;17 856.80;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1406;4490836-1;28443059-ЗЦП5;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Бумага для офисного оборудования;Бумага формата А3, плотность 80 г/м², белая;3;Одна пачка;2 356.88;7 070.64;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1407;4490836-1;28443093-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Бумага;Бумага для заметок в блоках, формат блока 7,6*7,6*5 см, цветная;70;Штука;183.04;12 812.80;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1408;4490836-1;28443413-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Клей;Клей-карандаш, 20 грамм;100;Штука;258.93;25 893.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1409;4490836-1;28443621-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Обложка;Обложка для переплета, формат А4, прозрачная;100;Штука;29.46;2 946.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1410;4490836-1;28443682-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Папка;Папка пластиковая с 20 файлами;20;Штука;385.71;7 714.20;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1411;4490836-1;28443228-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Конверт;Конверт А5;50;Штука;13.39;669.50;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1412;4490836-1;28443208-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Конверт;"Конверт формата ""Евро""";50;Штука;8.93;446.50;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1413;4490836-1;28443220-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Конверт;Конверт А4;540;Штука;26.79;14 466.60;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1414;4490836-1;28443507-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Скотч;Скотч 19*10 см;60;Штука;73.21;4 392.60;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1415;4490836-1;28443878-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Этикет-лента;Этикет-лента для принтера 58*40*800 мм, белого цвета;10;Упаковка;523.21;5 232.10;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1416;4490825-1;33176794-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Кабель специализированный;Кабель USB 2.0 Type A-B, 3,0м;5;Штука;1 508.93;7 544.65;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1417;4490825-1;33176812-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Кабель специализированный;Кабель USB 2.0 Type A-B, 5,0м;5;Штука;2 401.79;12 008.95;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1418;4490825-1;33176502-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Коннектор;Коннектор RJ-45, 5 категория;100;Штука;22.32;2 232.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1419;4490825-1;33176778-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Кабель специализированный;Кабель USB 2.0 Type A-B, 1,8м;5;Штука;973.21;4 866.05;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1420;4490825-1;28546443-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Кулер;Кулер охлаждения процессора;7;Штука;3 919.64;27 437.48;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1421;4490825-1;33176482-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Клавиатура;Клавиатура с возможность ввода на казахском языке, USB, черного цвета;10;Штука;2 580.36;25 803.60;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1422;4490825-1;33176756-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Коммутатор сетевой;Коммутатор Switch 8 port, неуправляемый;6;Штука;9 375.00;56 250.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1423;4490825-1;33176678-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Кабель специализированный;Кабель UTP 5e, D106, в бобине 305м;1;Бобина;49 018.00;49 018.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1424;4490825-1;28546448-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Фильтр;Фильтр сетевой, USB, 6 розеток, 5 метров, черного цвета, USB-2;15;Штука;2 401.79;36 026.85;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка состоялась
1425;4490825-1;33177109-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Кабель-канал;Кабель-канал 40*25 мм;40;Метр погонный;132.14;5 285.60;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1426;4490825-1;28546444-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;"Манипулятор ""мышь""";"Манипулятор ""мышь"", USB, черного цвета";10;Штука;883.93;8 839.30;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1427;4490825-1;33176732-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Коммутатор сетевой;Коммутатор управляемый, 24 порта 10/100 + 4 порта 1000;4;Штука;50 984.82;203 939.28;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1428;4490751-1;28442105-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Аптечка медицинская;Аптечка автомобильная в комплекте;13;Комплект;1 805.00;23 465.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1429;4490751-1;28442240-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Лейкопластырь;Лейкопластырь нестерильный;21;Штука;20.00;420.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1430;4490751-1;28442274-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Водноспиртовый раствор медицинский;Спирт этиловый медицинский 70%;21;Флакон;115.00;2 415.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1431;4490751-1;28442149-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Бинт;Бинт стерильный, марлевый;42;Штука;70.00;2 940.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1432;4490751-1;28442300-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ментола раствор в изовалерате;Валидол, таблетки 0,06, №10;21;Штука;75.00;1 575.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1433;4490751-1;28442212-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Вата;Вата стерильная, гигроскопическая, 50 грамм;21;Упаковка;140.00;2 940.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1434;4490751-1;28442350-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Аммиак;Аммиак 10%, 10 мл;21;Флакон;55.00;1 155.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1435;4490751-1;28442187-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Валик;Бинт нестерильный, марлевый;42;Штука;60.00;2 520.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1436;4490751-1;28442382-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Эпинефрин;Эпинефрин порошок;21;Упаковка;920.00;19 320.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1437;4490751-1;28442327-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Нитроглицерин;Нитроглицерин 0,005, №10;21;Штука;430.00;9 030.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1438;4490751-1;28442405-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Йод;Раствор йода 5%, 10 мл;21;Флакон;120.00;2 520.00;2020-06-15 09:00:00;2020-06-22 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1439;4489802-1;28870354-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Автомобиль;"Автомобиль грузовой, не ранее 2020 года выпуска, полная масса - не менее 7,5 тонн, грузоподъемность шасси не более 5 тонн, тип топлива - дизель, мощность - не менее 140 л.с.; тип: бортовая платформа с каркасом и тентом, количество боковых бортов: по 2 с каждой стороны; материал тента: ПХВ ткань";1;Штука;15 892 857.14;15 892 857.14;2020-06-15 09:00:00;2020-06-15 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1440;4489772-1;35322316-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Средство дезинфицирующее;Средство дезинфицирующее в таблетках, в полиэтиленовых банках с герметичной крышкой по 300 таблеток;8;Банка условная;3 080.36;24 642.88;2020-06-15 09:00:00;2020-06-15 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1441;4478254-1;35322596-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Топливо реактивное;Топливо реактивное марки РТ;170;Тонна (метрическая);167 857.15;28 535 715.50;2020-06-12 09:00:00;2020-06-16 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1442;4474032-1;28870125-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Кресло;Кресло руководителя, обивка-натуральная кожа, высота спинки: 780 мм, ширина: 620 мм, глубина: 570 мм, регулировка высоты посадки, угол наклона спинки, (синхромеханизм-фиксация наклона спинки), крестовина-дерево, подлокотники-дерево;1;Штука;98 986.61;98 986.61;2020-06-11 09:00:00;2020-06-11 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1443;4466227-1;28433381-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Лента специальная;Уплотнительная ФУМ-лента, 60 мм;30;Штука;803.57;24 107.10;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1444;4466227-1;28429645-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Арматура;Арматура к бачку нижний подвод (кнопка);5;Штука;2 044.64;10 223.20;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1445;4466227-1;28430892-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Кран шаровой;Кран шаровой, д 40 мм, медный;5;Штука;5 446.43;27 232.15;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1446;4466227-1;28442060-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Сгон;Сгон стальной, диаметр 50 мм;10;Штука;330.36;3 303.60;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Отказ от лота
1447;4466227-1;28439600-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Контргайка;Контргайка из ковкого чугуна, условный проход 20 мм;5;Штука;223.21;1 116.05;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1448;4466227-1;28431332-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Клей;Клей кафельный водостойкий, М75, в упаковках по 25 кг;7;Упаковка;892.86;6 250.02;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1449;4466227-1;28429808-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Батарейка;Аккумуляторная батарейка типа крона, 9V;5;Штука;3 196.43;15 982.15;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1450;4466227-1;28430650-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Кисть;Кисть малярная плоская, плоская, 100 мм, деревянная ручка, натуральная щетина;30;Штука;531.25;15 937.50;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1451;4466227-1;28429689-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Дюбель;Анкер дюбель Ф6*60;50;Штука;51.79;2 589.50;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1452;4466227-1;28439406-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Головка косильная;Косильная головка для бензокосы (тримера);2;Штука;2 232.14;4 464.28;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1453;4466227-1;28431193-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Круг;Круг отрезной, д 400 мм;1;Штука;1 073.53;1 073.53;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1454;4466227-1;28429849-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Валик;Валик малярный меховой, 250 мм;20;Штука;1 473.21;29 464.20;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1455;4466227-1;28430767-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Кран шаровой;Кран шаровой, д 15 мм, медный;10;Штука;3 303.57;33 035.70;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1456;4466227-1;28439351-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Замок;Замок навесной;10;Штука;1 357.14;13 571.40;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1457;4466227-1;28430367-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Герметик;Герметик силиконовый белый;10;Штука;1 107.14;11 071.40;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1458;4466227-1;28430547-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Жидкость охлаждающая;Охлаждающая жидкость (тосол марка 65);750;Литр (куб. дм.);1 250.00;937 500.00;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1459;4466227-1;28438375-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Средство моющее;Концентрированное слабощелочное средство (шампунь) для бесконтактной мойки автотранспорта;50;Литр (куб. дм.);1 669.64;83 482.00;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1460;4466227-1;28429715-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Батарейка;Батарейки типа АА, в упаковке по 2 штуки;100;Упаковка;585.71;58 571.00;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1461;4466227-1;28431835-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Сифон;Сифон на раковину металлический;5;Штука;1 464.29;7 321.45;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1462;4466227-1;28430948-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Кран шаровой;Кран шаровый латунный с накидной гайкой, Ф 15 мм;5;Штука;3 781.25;18 906.25;2020-06-11 09:00:00;2020-06-15 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1463;4466092-1;35364170-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Компьютер;"Моноблок 8Gb, 1Tb, HD630, Win10 Pro 23""; Microsoft Office Home and Business 2019, 1ПК, 32-bit/64-bit";2;Штука;372 232.14;744 464.28;2020-06-10 09:00:00;2020-06-12 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1464;4466092-1;28869408-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Монитор;Монитор ЖК, диагональ: 19,5, соотношение сторон: 16:9;2;Штука;26 696.43;53 392.86;2020-06-10 09:00:00;2020-06-12 18:00:00;Запрос ценовых предложений;Закупка не состоялась
1465;4466092-1;35363997-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Источник бесперебойного питания;Источник бесперебойного питания 800VA, 480W, 1x12V/9Ah, AVR 165-275 V, 2+1 розеток;4;Штука;17 767.86;71 071.44;2020-06-10 09:00:00;2020-06-12 18:00:00;Запрос ценовых предложений;Закупка не состоялась
