№;id объявления;id лота;id пункта плана;Вид предмета закупок;Код товара, работы, услуги (в соответствии с КТРУ);Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Краткая техническая характеристика;Количество, объём;Цена за единицу, тенге;Сумма, утвержденная  для закупки, тенге;Цена (без НДС) по договору, тенге;Сумма  (без НДС), договору тенге;Сумма (без НДС), оплачен поставщику тенге;Начало приема заявок;Окончание приема заявок;Планируемый срок осуществления поставки;Способ закупки;Статус лота;Сумма по договору факт;Экономия;Сумма оплаты поставщику
675;4074517-1;31676587-ОИ2;;Запрос ценовых предложений;262021.900.000099;Флеш-накопитель;USB 3.0 Flash Drive 128Gb;интерфейс USB 3.0, емкость более 128 Гб, но не более 500 Гб;13;12500;162500;;;;2020-03-06 09:09:42;2020-03-11 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
676;4074517-1;31674697-ОИ2;;Запрос ценовых предложений;271223.300.000001;Фильтр;Сетевой фильтр 6 розеток 5 метров;для защиты установок промышленной автоматики, сетевой;20;2223.21;44464.2;;;;2020-03-06 09:09:42;2020-03-11 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
677;4072298-1;31739885-ЗЦП1;;Товар;259921.300.000001;Сейф;Бухгалтерский шкаф, цельный;взломостойкий;1;28571;28571;;;;2020-03-06 09:00:00;2020-03-16 09:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
678;4072114-1;31809069-ЗЦП1;;Товар;262030.100.000030;Уничтожитель бумаги и дисков;Уничтожитель бумаги и дисков, степень секретности 6;степень секретности 6;1;99018;99018;;;;2020-03-06 09:00:00;2020-03-16 09:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
679;4072114-1;31809359-ЗЦП1;;Товар;262030.100.000028;Уничтожитель бумаги и дисков;Уничтожитель бумаги и дисков, степень секретности 4;степень секретности 4;10;28651.79;286517.9;;;;2020-03-06 09:00:00;2020-03-16 09:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
680;4056051-1;33864604-ЗЦП1;;Товар;262011.100.000001;Ноутбук;Ноутбук;среднего класса;1;287000;287000;;;;2020-03-02 17:10:00;2020-03-11 10:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
681;4042017-1;31674024-ЗЦП1;;Товар;262021.300.000033;Диск жесткий внешний;внешний жесткий диск 1000 Gb USB 3.0 2.5»;интерфейс USB 3.0, емкость более 500 Гб, но не более 2 Тб, размер 2,5'';10;32321.43;323214.3;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
682;4042017-1;31682114-ЗЦП1;;Товар;268012.000.000008;Диск;"""Диски CD-RW 700 Mb Slim """;CD-RW;300;330.36;99108;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
683;4042017-1;31673495-ЗЦП1;;Товар;262016.930.000001;"Манипулятор ""мышь""";оптическая мышь 800dpi ps/2;оптическая, проводная;15;1892.86;28392.9;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
684;4042017-1;31676587-ЗЦП1;;Товар;262021.900.000099;Флеш-накопитель;USB 3.0 Flash Drive 128Gb;интерфейс USB 3.0, емкость более 128 Гб, но не более 500 Гб;13;12500;162500;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
685;4042017-1;31675353-ЗЦП1;;Товар;221972.000.000005;Коврик;коврик для мышки;для мышки, из смешанного материала;10;955.36;9553.6;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
686;4042017-1;31673229-ЗЦП1;;Товар;262040.000.000286;Кабель специализированный;Кабель USB Type A-A удлинительный 1.8 метра;тип USB (A-B);10;1071.43;10714.3;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
687;4042017-1;31674946-ЗЦП1;;Товар;261130.200.000002;Оперативная память;оперативная память DDR-3, 2GB, 1333 Mhz;вид памяти DDR3, емкость более 2 Гб, но не более 8 Гб;8;9044.64;72357.12;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
688;4042017-1;31672744-ЗЦП1;;Товар;262040.000.000130;Блок питания;блок питания ATX 450W , 20+4 pin;для компьютера;5;12616.07;63080.35;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
689;4042017-1;31674697-ЗЦП1;;Товар;271223.300.000001;Фильтр;Сетевой фильтр 6 розеток 5 метров;для защиты установок промышленной автоматики, сетевой;20;2223.21;44464.2;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
690;4042017-1;31676516-ЗЦП1;;Товар;262021.900.000098;Флеш-накопитель;USB 3.0 Flash Drive 64Gb;интерфейс USB 3.0, емкость более 16 Гб, но не более 64 Гб;15;5803.57;87053.55;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
691;4042017-1;31676341-ЗЦП1;;Товар;262021.900.000097;Флеш-накопитель;USB 3.0 Flash Drive 16Gb;интерфейс USB 3.0, емкость более 2 Гб, но не более 8 Гб;20;3562.5;71250;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
692;4042017-1;31676431-ЗЦП1;;Товар;262021.900.000098;Флеш-накопитель;USB 3.0 Flash Drive 32Gb;интерфейс USB 3.0, емкость более 16 Гб, но не более 64 Гб;10;4151.79;41517.9;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
693;4042017-1;31672488-ЗЦП1;;Товар;262021.300.000016;Диск жесткий;жесткий диск 1000Gb SATA III;"интерфейс SATA 3 Гбит/с, емкость более 500 Гб, но не более 3 Тб, размер 3,5""";20;23928.57;478571.4;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
694;4042017-1;31673821-ЗЦП1;;Товар;262016.930.000001;"Манипулятор ""мышь""";Оптическая мышь 800dpiUSB;оптическая, проводная;20;2232.14;44642.8;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
695;4042017-1;31674136-ЗЦП1;;Товар;262021.300.000033;Диск жесткий внешний;внешний жесткий диск 500 Gb USB 3.0 2.5»;интерфейс USB 3.0, емкость более 500 Гб, но не более 2 Тб, размер 2,5'';10;23392.86;233928.6;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
696;4042017-1;31681361-ЗЦП1;;Товар;268012.000.000006;Диск;"""Диски CD-R 700 Mb Slim """;CD-R;200;250;50000;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
697;4042017-1;31674822-ЗЦП1;;Товар;262015.000.000012;Клавиатура;Клавиатура USB казахским шрифтом;алфавитно-цифровая;35;3294.64;115312.4;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
698;4042017-1;31682927-ЗЦП1;;Товар;272011.900.000004;Батарейка;Батарейки Мизинчиковые;тип АА;100;446.43;44643;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;февраль;Запрос ценовых предложений;Закупка состоялась;;;
699;4042017-1;31682305-ЗЦП1;;Товар;272011.900.000003;Батарейка;Батарейки пальчиковые;тип ААА;100;437.5;43750;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;март;Запрос ценовых предложений;Закупка состоялась;;;
700;4042017-1;31676239-ЗЦП1;;Товар;262021.900.000097;Флеш-накопитель;USB 3.0 Flash Drive 8Gb;интерфейс USB 3.0, емкость более 2 Гб, но не более 8 Гб;25;3116.07;77901.75;;;;2020-02-28 09:00:00;2020-03-06 09:00:02;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка состоялась;;;
701;4032448-1;31763974-ОИ5;;Запрос ценовых предложений;329959.900.000059;Скотч;Скотч двусторонний широкий;двухсторонний;10;646.43;6464.3;;;;2020-02-25 14:39:13;2020-03-01 18:00:00;февраль;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
702;4004417-1;31691372-ЗЦП3;;Товар;263021.200.000007;Коммутатор сетевой;Гигабитный коммутатор (Хаб) 24 портов;неуправляемый, симметричный;2;22035.71;44071.42;;;;2020-02-18 14:30:00;2020-02-25 14:30:00;январь;Запрос ценовых предложений;Закупка не состоялась;;;
703;4004417-1;31757760-ЗЦП3;;Товар;201422.203.000000;2-пропанол;Спирт - изопропиловый;технический;2;607.14;1214.28;;;;2020-02-18 14:30:00;2020-02-25 14:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
704;4004417-1;31765255-ЗЦП3;;Товар;222929.900.000217;Наконечник;Дозатор для спирта;для дозатора;2;982.14;1964.28;;;;2020-02-18 14:30:00;2020-02-25 14:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
705;4004417-1;31757523-ЗЦП3;;Товар;201332.300.000009;Кальция гипохлорид;Жидкость D-gel;жидкость;2;4017.86;8035.72;;;;2020-02-18 14:30:00;2020-02-25 14:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
706;4004417-1;31763974-ЗЦП4;;Товар;329959.900.000059;Скотч;Скотч двусторонний широкий;двухсторонний;10;646.43;6464.3;;;;2020-02-18 14:30:00;2020-02-25 14:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
707;4004417-1;31783646-ЗЦП5;;Товар;282412.900.000000;Ключ;Ключ кроссировочный Krone;для закручивания и откручивания резьбовых соединений, моментный, торцевой;10;1232.14;12321.4;;;;2020-02-18 14:30:00;2020-02-25 14:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
708;4004417-1;31757241-ЗЦП3;;Товар;259315.100.000003;Электрод сварочный;Сменные электроды для сварочного аппарата Fujkura 60S;металлический, неплавящиеся, вольфрамовый;2;27251.79;54503.58;;;;2020-02-18 14:30:00;2020-02-25 14:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
709;4004417-1;31787948-ЗЦП3;;Товар;263030.900.000158;Сплиттер;TAР 2 ответвитель 8db;абонентский;15;600;9000;;;;2020-02-18 14:30:00;2020-02-25 14:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
710;4004417-1;31743944-ЗЦП3;;Товар;263021.200.000007;Коммутатор сетевой;Гигабитный коммутатор 24 порта;неуправляемый, симметричный;4;22035.71;88142.84;;;;2020-02-18 14:30:00;2020-02-25 14:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
711;4004417-1;31764656-ЗЦП3;;Товар;222129.700.000033;Хомут (стяжка);Хомут многоразовый;монтажный, из пластика;20;50;1000;;;;2020-02-18 14:30:00;2020-02-25 14:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
712;3990827-1;31828115-ЗЦП2;;Товар;172312.300.000001;Конверт;Конверт, бумажный, А4 кравт;бумажный;30;35.71;1071.3;;;;2020-02-14 12:00:00;2020-02-21 12:00:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
713;3990827-1;31829072-ЗЦП2;;Товар;172312.300.000001;Конверт;Конверт, бумажный, А5 кравт;бумажный;10;17.86;178.6;;;;2020-02-14 12:00:00;2020-02-21 12:00:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
714;3988748-1;31826977-ОИ2;;Запрос ценовых предложений;329959.900.000081;Скотч;Скотч, узкий;полиэтиленовый;35;34.82;1218.7;;;;2020-02-13 19:09:26;2020-02-18 18:00:00;февраль;Из одного источника по несостоявшимся закупкам;Закупка не состоялась;;;
715;3973801-1;31809983-ЗЦП1;;Товар;275127.000.000001;Печь микроволновая;Печь микроволновая;стальная, из керамической эмали, емкость 19-22 л, без гриля;1;47312.5;47312.5;;;;2020-02-11 16:30:09;2020-02-18 21:00:00;январь;Запрос ценовых предложений;Закупка состоялась;;;
716;3973722-1;31810368-ЗЦП1;;Товар;275124.990.000011;Электрокофеварка;Кофемашина;комбинированная;1;178562.5;178562.5;;;;2020-02-11 16:16:16;2020-02-18 17:17:17;январь;Запрос ценовых предложений;Закупка состоялась;;;
717;3967761-1;31735940-ОИ2;;Запрос ценовых предложений;192021.530.000001;Бензин для двигателей с искровым зажиганием;Бензин АИ-92;марка АИ-92;1910;141.97;271162.7;;;;2020-02-10 16:09:07;2020-02-15 18:00:00;в течении 15 календарных дней по заявке Заказчика;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
718;3967727-1;31790642-ОИ4;;Запрос ценовых предложений;257330.650.000029;Инструмент специализированный;Инструмент для зачистки коаксиального кабеля;для заделки проводников в контакты;2;6000;12000;;;;2020-02-10 16:07:40;2020-02-15 18:00:00;февраль;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
719;3967726-1;31783646-ОИ4;;Запрос ценовых предложений;282412.900.000000;Ключ;Ключ кроссировочный Krone;для закручивания и откручивания резьбовых соединений, моментный, торцевой;10;1232.14;12321.4;;;;2020-02-10 16:07:39;2020-02-15 18:00:00;февраль;Из одного источника по несостоявшимся закупкам;Закупка не состоялась;;;
720;3901654-2;31625156-ОК1;;Услуга;620920.000.000001;Услуги по администрированию и техническому обслуживанию программного обеспечения;Техническая поддержка CheckPoint Firewall АП РК, КПМ РК, УДП РК;Услуги по администрированию и техническому обслуживанию программного обеспечения;1;32142857.14;32142857.14;;;;2020-03-02 17:39:58;2020-03-05 17:39:58;март;Открытый конкурс;Закупка не состоялась;;;
721;3901475-2;31627323-ОК1;;Услуга;620920.000.000001;Услуги по администрированию и техническому обслуживанию программного обеспечения;Техническая поддержка Microsoft Enterprise Agreement АП РК, КПМ РК, УДП РК;Услуги по администрированию и техническому обслуживанию программного обеспечения;1;102678571.43;102678571.43;;;;2020-03-03 18:45:13;2020-03-06 18:45:13;март;Открытый конкурс;Закупка не состоялась;;;
722;3957483-1;31828115-ЗЦП1;;Товар;172312.300.000001;Конверт;Конверт, бумажный, А4 кравт;бумажный;30;35.71;1071.3;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
723;3957483-1;31829072-ЗЦП1;;Товар;172312.300.000001;Конверт;Конверт, бумажный, А5 кравт;бумажный;10;17.86;178.6;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
724;3957151-1;31826640-ЗЦП1;;Товар;329959.900.000081;Скотч;Скотч, широкий;полиэтиленовый;70;602.68;42187.6;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
725;3957151-1;31815065-ЗЦП1;;Товар;329915.100.000000;Карандаш;Карандаши черные с твердо-мягким грифелем;простой;199;39.29;7818.71;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
726;3957151-1;31826977-ЗЦП1;;Товар;329959.900.000081;Скотч;Скотч, узкий;полиэтиленовый;35;34.82;1218.7;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
727;3957151-1;31830459-ЗЦП1;;Товар;329959.900.000018;Индекс;Индексы в наборе - 45х12 5цв. по 25л. неон.цв.;самоклеющийся;188;178.57;33571.16;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
728;3957151-1;31829675-ЗЦП1;;Товар;329916.300.000002;Краска штемпельная;Штемпельная краска для печатей и штемпелей;для печатей и штемпелей;5;669.54;3347.7;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
729;3957151-1;31821250-ЗЦП1;;Товар;282323.900.000002;Степлер;Степлер №24/6;канцелярский, механический;20;982.14;19642.8;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
730;3957151-1;31820009-ЗЦП1;;Товар;329912.130.000000;Ручка канцелярская;Ручка канцелярская, шариковая, паста синего цвета;шариковая;399;110;43890;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
731;3957151-1;31824966-ЗЦП1;;Товар;259923.500.000006;Скоба;Скоба №24/6;для канцелярских целей, проволочная;188;177.68;33403.84;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
732;3957151-1;31825355-ЗЦП1;;Товар;282312.100.000000;Калькулятор;Калькулятор настольный 16 разрядный, черный, двойн. питание;бухгалтерский;10;3116.07;31160.7;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
733;3957151-1;31827225-ЗЦП1;;Товар;205210.900.000026;Клей;Клей, канцелярский, карандаш;канцелярский, карандаш;36;244.64;8807.04;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
734;3957151-1;31822277-ЗЦП1;;Товар;172312.700.000000;Бумага;Блок бумаги с клеевым краем;для заметок;188;191.96;36088.48;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
735;3957151-1;31819394-ЗЦП1;;Товар;259923.500.000005;Скрепка;Скрепки - 28мм. 100шт. в одной пачке;канцелярская, металлическая;100;115;11500;;;;2020-02-06 19:00:00;2020-02-13 19:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
736;3940356-1;31727720-ЗЦП1;;Услуга;749020.000.000086;Услуги по проведению ревизий финансовых;Аудит финансовой отчетности;Услуги по проведению ревизий финансовых;1;2800000;2800000;;;;2020-02-04 13:00:00;2020-02-11 13:00:00;март;Запрос ценовых предложений;Закупка состоялась;;;
737;3936828-1;31765342-ОИ3;;Запрос ценовых предложений;257111.920.000009;Ножницы;Ножницы оптоволоконые для резки кевлара Miller;для резки кевлара;2;17500;35000;;;;2020-02-03 19:05:25;2020-02-08 18:00:00;февраль;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
738;3936826-1;31764914-ОИ3;;Запрос ценовых предложений;259411.900.000040;Шуруп с потайной головкой;Шуруп-саморез;стальной, диаметр 3,5 мм;1000;5.36;5360;;;;2020-02-03 19:05:33;2020-02-08 18:00:00;февраль;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
739;3936707-1;31717307-ОИ3;;Запрос ценовых предложений;139919.900.000009;Лента липкая;Изоляционная лента;поливинилхлоридная;10;199.11;1991.1;;;;2020-02-03 19:02:31;2020-02-08 18:00:00;январь;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
740;3936707-1;31717859-ОИ3;;Запрос ценовых предложений;329959.900.000081;Скотч;Скотч двухсторонний;полиэтиленовый;10;646.43;6464.3;;;;2020-02-03 19:02:31;2020-02-08 18:00:00;январь;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
741;3933870-1;31735940-ЗЦП1;;Товар;192021.530.000001;Бензин для двигателей с искровым зажиганием;Бензин АИ-92;марка АИ-92;1910;141.97;271162.7;;;;2020-02-03 16:00:00;2020-02-10 16:00:00;в течении 15 календарных дней по заявке Заказчика;Запрос ценовых предложений;Закупка не состоялась;;;
742;3927051-1;31790642-ЗЦП3;;Товар;257330.650.000029;Инструмент специализированный;Инструмент для зачистки коаксиального кабеля;для заделки проводников в контакты;2;6000;12000;;;;2020-02-03 16:00:00;2020-02-10 16:00:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
743;3927051-1;31763974-ЗЦП3;;Товар;329959.900.000059;Скотч;Скотч двусторонний широкий;двухсторонний;10;646.43;6464.3;;;;2020-02-03 16:00:00;2020-02-10 16:00:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
744;3927051-1;31783646-ЗЦП3;;Товар;282412.900.000000;Ключ;Ключ кроссировочный Krone;для закручивания и откручивания резьбовых соединений, моментный, торцевой;10;1232.14;12321.4;;;;2020-02-03 16:00:00;2020-02-10 16:00:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
745;3912854-1;31814810-ЗЦП1;;Товар;172314.500.000002;Бумага для офисного оборудования;Бумага для офисного оборудования, формат А4;формат А4;583;1500;874500;;;;2020-01-28 16:00:00;2020-02-04 16:00:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
746;3908172-1;31644359-ОК1;;Товар;273213.700.000123;Кабель;Кабель (провод) КСПВ 4х0,4 мм.кв.;марка КСПВ, напряжение не более 1 000 В;5500;325;1787500;;;;2020-03-02 16:04:55;2020-03-05 16:04:55;февраль;Открытый конкурс;Закупка состоялась;;;
747;3908172-1;31794600-ОК1;;Товар;273213.500.000002;Кабель специализированный;Кабель UTP 6 cat;тип UTP;3050;180.36;550098;;;;2020-03-02 16:04:55;2020-03-05 16:04:55;февраль;Открытый конкурс;Закупка состоялась;;;
748;3906049-1;31764914-ЗЦП2;;Товар;259411.900.000040;Шуруп с потайной головкой;Шуруп-саморез;стальной, диаметр 3,5 мм;1000;5.36;5360;;;;2020-01-27 12:30:00;2020-02-03 12:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
749;3906049-1;31759020-ЗЦП2;;Товар;282970.300.000018;Паяльник;Электрический паяльник с контролем температуры (в комплекте олово и канифоль);для низкотемпературной пайки, электрический;1;4017.86;4017.86;;;;2020-01-27 12:30:00;2020-02-03 12:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
750;3906049-1;31757760-ЗЦП2;;Товар;201422.203.000000;2-пропанол;Спирт - изопропиловый;технический;2;607.14;1214.28;;;;2020-01-27 12:30:00;2020-02-03 12:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
751;3906049-1;31765255-ЗЦП2;;Товар;222929.900.000217;Наконечник;Дозатор для спирта;для дозатора;2;982.14;1964.28;;;;2020-01-27 12:30:00;2020-02-03 12:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
752;3906049-1;31757523-ЗЦП2;;Товар;201332.300.000009;Кальция гипохлорид;Жидкость D-gel;жидкость;2;4017.86;8035.72;;;;2020-01-27 12:30:00;2020-02-03 12:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
753;3906049-1;31790066-ЗЦП2;;Товар;222213.000.000011;Скоба;Клипсы 7мм (100шт/пачка) белые;с гвоздем, пластиковая;500;169.64;84820;;;;2020-01-27 12:30:00;2020-02-03 12:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
754;3906049-1;31757241-ЗЦП2;;Товар;259315.100.000003;Электрод сварочный;Сменные электроды для сварочного аппарата Fujkura 60S;металлический, неплавящиеся, вольфрамовый;2;27251.79;54503.58;;;;2020-01-27 12:30:00;2020-02-03 12:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
755;3906049-1;31787948-ЗЦП2;;Товар;263030.900.000158;Сплиттер;TAР 2 ответвитель 8db;абонентский;15;600;9000;;;;2020-01-27 12:30:00;2020-02-03 12:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
756;3906049-1;31743944-ЗЦП2;;Товар;263021.200.000007;Коммутатор сетевой;Гигабитный коммутатор 24 порта;неуправляемый, симметричный;4;22035.71;88142.84;;;;2020-01-27 12:30:00;2020-02-03 12:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
757;3906049-1;31764656-ЗЦП2;;Товар;222129.700.000033;Хомут (стяжка);Хомут многоразовый;монтажный, из пластика;20;50;1000;;;;2020-01-27 12:30:00;2020-02-03 12:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
758;3906049-1;31765342-ЗЦП2;;Товар;257111.920.000009;Ножницы;Ножницы оптоволоконые для резки кевлара Miller;для резки кевлара;2;17500;35000;;;;2020-01-27 12:30:00;2020-02-03 12:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
759;3905943-1;31727164-ЗЦП2;;Товар;192023.720.000000;Спирт;Спирт этиловый технический;технический этиловый, марка А;1;1187.5;1187.5;;;;2020-01-27 12:00:00;2020-02-03 12:00:00;январь;Запрос ценовых предложений;Отказ от лота;;;
760;3905943-1;31717859-ЗЦП2;;Товар;329959.900.000081;Скотч;Скотч двухсторонний;полиэтиленовый;10;646.43;6464.3;;;;2020-01-27 12:00:00;2020-02-03 12:00:00;январь;Запрос ценовых предложений;Закупка не состоялась;;;
761;3905943-1;31691372-ЗЦП2;;Товар;263021.200.000007;Коммутатор сетевой;Гигабитный коммутатор (Хаб) 24 портов;неуправляемый, симметричный;2;22035.71;44071.42;;;;2020-01-27 12:00:00;2020-02-03 12:00:00;январь;Запрос ценовых предложений;Закупка не состоялась;;;
762;3905943-1;31717307-ЗЦП2;;Товар;139919.900.000009;Лента липкая;Изоляционная лента;поливинилхлоридная;10;199.11;1991.1;;;;2020-01-27 12:00:00;2020-02-03 12:00:00;январь;Запрос ценовых предложений;Закупка не состоялась;;;
763;3903692-1;31763974-ОИ2;;Запрос ценовых предложений;329959.900.000059;Скотч;Скотч двусторонний широкий;двухсторонний;10;646.43;6464.3;;;;2020-01-25 17:02:49;2020-01-30 18:00:00;февраль;Из одного источника по несостоявшимся закупкам;Закупка не состоялась;;;
764;3903691-1;31758512-ОИ2;;Запрос ценовых предложений;139229.990.000001;Салфетка;Салфетки безворсовые для оптоволокна;техническая, из хлопчатобумажной ткани;5;2500;12500;;;;2020-01-25 17:02:48;2020-01-30 18:00:00;февраль;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
765;3903690-1;31783646-ОИ2;;Запрос ценовых предложений;282412.900.000000;Ключ;Ключ кроссировочный Krone;для закручивания и откручивания резьбовых соединений, моментный, торцевой;10;1232.14;12321.4;;;;2020-01-25 17:02:47;2020-01-30 18:00:00;февраль;Из одного источника по несостоявшимся закупкам;Закупка не состоялась;;;
766;3903689-1;31790642-ОИ2;;Запрос ценовых предложений;257330.650.000029;Инструмент специализированный;Инструмент для зачистки коаксиального кабеля;для заделки проводников в контакты;2;6000;12000;;;;2020-01-25 17:02:46;2020-01-30 18:00:00;февраль;Из одного источника по несостоявшимся закупкам;Закупка не состоялась;;;
767;3903688-1;31784426-ОИ2;;Запрос ценовых предложений;263030.900.000158;Сплиттер;Сплиттеры 1х4 отвода;абонентский;15;3000;45000;;;;2020-01-25 17:02:45;2020-01-30 18:00:00;февраль;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
