№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
1532;4028544-1;9514434-ОЛ-ЗЦП1;28288735;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Кулер;Fan DeepCool, for Socket Intel LGA1366/LGA1150/LGA1151/LGA1155/LGA775 AMD FM2+/FM2/FM1/AM3+/AM3/AM2+/AM2/AM4. Материал радиатора Алюминий. Скорость вращения 900 - 1600 об/мин. + 10%. Конструкция кулера 3 тепловых трубки диаметром 6 мм. Размеры 12.1 x 75.5 x 13.6 см. Вес 473 г. Оригинал;2;Штука;7 142.86;14 285.72;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1533;4028544-1;9514434-ОЛ-ЗЦП1;28288785;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Элемент питания;"Батарейка LR 626 1.5V(оригинал) Duracell, Energizer, Varta, Sony. Не позднее 2018 года выпуска. Форма – таблетка; Диаметр – 6,8 мм; Высота – 2,6 мм; Ёмкость –18 мАч; Напряжение – 1,5 вольт. Вес – 1,1 гр.";25;Штука;357.14;8 928.50;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1534;4028544-1;9514434-ОЛ-ЗЦП1;28289916;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Кабель специализированный;Удлинитель, APC с автоматическим выключателем более 3500 ВТ, Количество розеток 5, длина 3м, защита от перепадов напряжения и перегрузки;2;Штука;8 035.71;16 071.42;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1535;4028544-1;9514434-ОЛ-ЗЦП1;28288760;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Штекер;Переход ТВ - гнездо F (в пачке 100 шт.);1;Одна пачка;4 464.29;4 464.29;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1536;4028544-1;9514434-ОЛ-ЗЦП1;28288740;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Диск;Диски DVD-R Verbatim;80;Штука;267.86;21 428.80;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1537;4028544-1;9514434-ОЛ-ЗЦП1;33795123;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Аккумулятор;Icom BP-231 , Li-Ion / литий-ионный, Напряжение питания, В: 7.4 Емкость, мАч: 1150, Вес, г: 88 Диапазон рабочих температур, °С: -10 /+50 Не позднее 2018 года выпуска. Выходное напряжение: 3,6 V Тип Аккумулятора: Ni-Mh Назначение: Радиотелефон;5;Штука;17 410.71;87 053.55;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1538;4028544-1;9514434-ОЛ-ЗЦП1;28288752;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Кабель оптико-волоконный;Провод телефонный ШТЛП -4 1х4;100;Метр;71.43;7 143.00;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1539;4028544-1;9514434-ОЛ-ЗЦП1;28288749;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Термопаста;термопаста Zalman ZM-STG2( Arctic MX-3)(для процессора);1;Штука;6 250.00;6 250.00;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1540;4028544-1;9514434-ОЛ-ЗЦП1;28288751;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Кабель специализированный;FTP, Ship D146-P, 5e-Cat, 4x2x1/0.51мм, РЕ, экранираванный;305;Метр погонный;178.57;54 463.85;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1541;4028544-1;9514434-ОЛ-ЗЦП1;28288777;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Элемент питания;"Батарейка LR 1130, LR54(оригинал) Duracell, Energizer, Varta, Sony. Не позднее 2018 года выпуска. Форма – таблетка; Диаметр – 11,6 мм; Высота – 3,1 мм; Ёмкость – 70 мАч; Напряжение – 1,5 вольт. Вес – 1,8 гр.";15;Штука;401.79;6 026.85;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1542;4028544-1;9514434-ОЛ-ЗЦП1;28288796;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Элемент питания;Батарейка LR 6 AA(оригинал) Duracell, Energizer, Varta, Sony. Не позднее 2018 года выпуска. Высота 50,5 мм. Диаметр 14,5 мм, MIN емкость 1100 мАч, MAX емкость 3500 мАч, Напряжение, 1,5 В;250;Пара;535.71;133 927.50;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1543;4028544-1;9514434-ОЛ-ЗЦП1;33795113;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Аккумулятор;MP для радиотелефона. Не позднее 2018 года выпуска. Тип: Аккумулятор Производитель: PANASONIC Емкость: 600 mAh Выходное напряжение: 3,6 V Тип Аккумулятора: Ni-Mh Назначение: Радиотелефон;2;Штука;803.57;1 607.14;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1544;4028544-1;9514434-ОЛ-ЗЦП1;28288782;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Батарейка;Батарейка LR 03 AAA(оригинал) Duracell, Energizer, Varta, Sony. Не позднее 2018 года выпуска. Высота 44,5 мм. Диаметр 10,5 мм, MIN емкость 540 мАч, MAX емкость 1300 мАч, Напряжение, 1,5 В;250;Пара;535.71;133 927.50;2020-02-24 17:30:42;2020-03-02 17:30:46;Запрос ценовых предложений;Закупка не состоялась
1545;4028293-1;28288718-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Пылесборник;Мешки, трехслойные для пылесоса Karcher T 10/1 12/1, материал: флисовые. Для пыли категории М.;50;Штука;1 071.43;53 571.50;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка не состоялась
1546;4028293-1;33794365-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Зеркало;Зеркало с полукрулым верхом с фацетом, прямоугольной формы, размер 86*64 см, с навесными петлями;5;Штука;8 035.71;40 178.55;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка не состоялась
1547;4028293-1;33794518-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Дорожка;Материал натуральный каучук, размер 100х100 см, высота(мм) 12,9 , вес кг/м.кв 8,5, термостойкий, цвет черный;10;Штука;7 616.07;76 160.70;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка не состоялась
1548;4028293-1;33794551-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Часы;"Кварцевые, ширина корпуса 320 мм,цвет корпуса комбинированный коричневый/стальной цвет циферблата белый, корпус с элементами дерева. ""Rhythm"" (Япония)";6;Штука;26 785.71;160 714.26;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка не состоялась
1549;4028293-1;28288590-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Бирка;Бирки для ключей (68*25) с бумажной вставкой в комплекте с кольцом никелированным покрытием.;200;Штука;214.29;42 858.00;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка не состоялась
1550;4028293-1;28288723-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Тряпка;"Моп для швабр ""TTS"". Сменная насадка, многоразовая, с карманами Состав: микрофибра: 80% полиэстер, 20% полиамид, длина 50 см., ширина 13 см. ""TTS"" (Италия)";40;Штука;5 446.43;217 857.20;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка не состоялась
1551;4028293-1;28288729-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Жалюзи;Жалюзи вертикальные, пластиковые, цвет бежевый, экологически чистые, не выгорают на солнце, с монтажем и установкой;290;Метр квадратный;4 464.29;1 294 644.10;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка состоялась
1552;4028293-1;28288597-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Полиметилметакрилат (оргстекло);Оргстекло прозрачное размер 1,22*244 м, структура поверхности глянец толщина 5 мм.;5;Штука;10 714.29;53 571.45;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка не состоялась
1553;4028293-1;33794347-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Подошва;"Подошва тефлоновая для утюга "" Laura star"", Вес и габариты в упаковке: 0.3 кг; 0.05x0.185x0.33 м.";1;Штука;17 857.14;17 857.14;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка не состоялась
1554;4028293-1;33794541-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Пакет;Бумажные пакеты А3 с веревочными ручками , цвет белый, с глянцевым покрытием;35;Штука;446.43;15 625.05;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка не состоялась
1555;4028293-1;33794528-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Термос;Вакуумный кувшин-термос Wilmax,цвет серебряный, объем 1500мл., изготовлен из высококачественной нержавеющей стали 18/10. Сохраняет температуру от 8 до 12 часов. (Англия);4;Штука;16 339.29;65 357.16;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка не состоялась
1556;4028293-1;33794510-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Электрочайник;"Мощность: 2400 Вт | Объем: 1.7 л | Тип нагревательного элемента: дисковый | Индикатор уровня воды | Материал корпуса: пластик | Белый ""Tefal"" KO3308. Оригинал.";7;Штука;14 285.71;99 999.97;2020-02-24 17:00:49;2020-03-02 17:00:53;Запрос ценовых предложений;Закупка не состоялась
1557;4027934-1;33793935-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Нить;Нить для ремонта и пошива ткани. Намотка , ярд 5000 Состав: 100% полиэстр, толщина (номер): 40/2. цвет белый, бобина;4;Штука;794.64;3 178.56;2020-02-24 16:26:59;2020-03-02 16:27:03;Запрос ценовых предложений;Закупка не состоялась
1558;4027934-1;33793974-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Ткань;Вафельное полотно. Плотность 180 г/м2, отбеленная, 100% хб, ширина 80см, длина в рулоне 50м. (Россия);100;Метр;255.36;25 536.00;2020-02-24 16:26:59;2020-03-02 16:27:03;Запрос ценовых предложений;Закупка не состоялась
1559;4027934-1;33790129-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Тряпка;"Салфетка ""York Window"", для стекол и зеркал, микрофибра, размер 38*30 см. (Польша)";105;Штука;625.00;65 625.00;2020-02-24 16:26:59;2020-03-02 16:27:03;Запрос ценовых предложений;Закупка не состоялась
1560;4027934-1;28288524-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Резинка;Резинка швейная, цвет белый,эластичная тесьма. состав: 50% латекс, 50% полиамид. Ширина 70 мм.;2;Рулон;678.57;1 357.14;2020-02-24 16:26:59;2020-03-02 16:27:03;Запрос ценовых предложений;Закупка не состоялась
1561;4027934-1;28288350-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Ветошь;Обтирочная, ветошь ширина 1,5м, нетканное полотно, с высокой плотностью, плотность 160-200,в рулоне 100 м,вес рулона 20-25 кг, цвет бежевый.;894;Метр погонный;223.21;199 549.74;2020-02-24 16:26:59;2020-03-02 16:27:03;Запрос ценовых предложений;Закупка состоялась
1562;4027934-1;28288938-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Нить;Нить для ремонта и пошива ткани. Намотка , ярд 5000 Состав: 100% полиэстр, толщина (номер): 40/2. цвет черный. Бобина;4;Штука;794.64;3 178.56;2020-02-24 16:26:59;2020-03-02 16:27:03;Запрос ценовых предложений;Закупка не состоялась
1563;4027934-1;28288356-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Ткань;Фланель, белая 110 см, с двухсторонним начесом, высокая гигроскопичность. Поверхностная плотность 170—257 г/м².;624;Метр;446.43;278 572.32;2020-02-24 16:26:59;2020-03-02 16:27:03;Запрос ценовых предложений;Закупка не состоялась
1564;4027934-1;33793937-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Нить;Нить для ремонта и пошива ткани. Намотка , ярд 5000 Состав: 100% полиэстр, толщина (номер): 40/2. цвет бежевый. бобина;1;Штука;794.64;794.64;2020-02-24 16:26:59;2020-03-02 16:27:03;Запрос ценовых предложений;Закупка не состоялась
1565;4027934-1;28288518-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Ткань;Ткань хлопчатобумажная, ситец, плотность 220 гр на кв.м. ширина ткани 1,6 м. цвет белый.;100;Метр;625.00;62 500.00;2020-02-24 16:26:59;2020-03-02 16:27:03;Запрос ценовых предложений;Закупка не состоялась
1566;4027934-1;33793931-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Нить;Нить для ремонта и пошива ткани. Намотка , ярд 5000 Состав: 100% полиэстр, толщина (номер): 40/2. цвет серый. Бобина;1;Штука;794.64;794.64;2020-02-24 16:26:59;2020-03-02 16:27:03;Запрос ценовых предложений;Закупка не состоялась
1567;4027934-1;33790123-ЗЦП1;;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Тряпка;"Тряпка из микрофибры для удаления пыли со всех типов поверхностей ""Spontex"" размер 30*30см. (Франция)";105;Штука;625.00;65 625.00;2020-02-24 16:26:59;2020-03-02 16:27:03;Запрос ценовых предложений;Закупка не состоялась
1568;4026946-1;9508326-ОЛ-ЗЦП1;33789320;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Щетка;"Материал: дерево, натуральный конский ворс, для кожанной обуви ""Salamander Professional""";9;Штука;714.29;6 428.61;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1569;4026946-1;9508326-ОЛ-ЗЦП1;33793837;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Катушка специализированная;"Катушка для шланга , 50 м, на колесах. Катушка для шланга изготовлена из ударопрочной ABS-пластмассы и алюминиевых трубок. ""GRINDA""";1;Штука;13 392.86;13 392.86;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1570;4026946-1;9508326-ОЛ-ЗЦП1;33789751;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Щетка;"С гибкой щетиной, мягкая, высокая плотность щетинок . Цвет белый ""Lacalut aktiv"". (Германия)";12;Штука;1 281.25;15 375.00;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1571;4026946-1;9508326-ОЛ-ЗЦП1;33793919;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Коробка универсальная, кроме пищевой продукции;Модель: 600 х 400 х 400, 3-х слойная, бурая. Картонные коробки Длина, мм. 600 Ширина, мм. 400 Высота, мм. 400 Тип картона Т22 Количество слоев картона 3 Тип коробки 4-х клапанная Объем, м3 0.096 Цвет Бурый Вес, гр. 770 Количество в упаковке, шт. 20 Размер упаковки, мм. 1000 х 810 х 155;200;Штука;401.79;80 358.00;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1572;4026946-1;9508326-ОЛ-ЗЦП1;33789953;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Средство моющее;"Универсальный кондиционер для смягчения белья. Объем 2л. Состав: 5 % катионные ПАВ, консерванты ,ароматирзирующие добавки, гексилкоричный альдигид, линаллол. ""Lenor"" (Скандинавская весна)";22;Бутылка;2 142.86;47 142.92;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1573;4026946-1;9508326-ОЛ-ЗЦП1;28288552;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Корзина;Материал: металлическая сетка. Цвет черный. Объем 10 л.;20;Штука;1 428.57;28 571.40;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1574;4026946-1;9508326-ОЛ-ЗЦП1;33793944;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Мел;"Карандаш для чистки утюгов ""Золушка"" (оригинал) Состав: карбамид 30%, органические кислоты, не содержит абразивных веществ.";10;Штука;98.21;982.10;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1575;4026946-1;9508326-ОЛ-ЗЦП1;28286043;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Порошок;"Стиральный порошок, ручная стирка, 450гр. в картонной упаковке.Состав:5-15% анионные ПАВ, отбеливающие вещества на основе кислорода; 5% неионогенные ПАВфосфонаты, поликарбоксилаты, цеолиты, энзимы, оптические отбеливатели, ароматизирующие добавки, ""Ariel"", (горный родник).";1032;Одна пачка;513.39;529 818.48;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1576;4026946-1;9508326-ОЛ-ЗЦП1;33794010;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Клей;"Клей 705 ""Akfix"" с активатором для экспресс склеивания. 400 мл. Подходит для МДФ, ДСП, древесины, фанеры, каучука, большинства пластмасс, кожи и т.д.";10;Штука;1 428.57;14 285.70;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1577;4026946-1;9508326-ОЛ-ЗЦП1;28288295;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Средство моющее;"Отбеливатель 1л, жидкость на основе хлора, в пластиковой бутылке. Состав: гипохлорит натрия 5 % , щелочные компоненты 5 %, вода. ""Белизна""";156;Бутылка;178.57;27 856.92;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1578;4026946-1;9508326-ОЛ-ЗЦП1;33790337;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Хлор;"Дезинфицирующие Хлорные таблетки ""Ди -хлор"". Состав: натриевая соль дихлоризоциануровой кислоты — 84,0% в качестве действующего вещества, а так же адипиновая кислота — 8,0%, углекислый натрий — 8%. В упаковке 300 шт.";2;Упаковка;2 857.14;5 714.28;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1579;4026946-1;9508326-ОЛ-ЗЦП1;28288363;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Марля;Белая, медицинская, с высокой впитываемостью, хлопок 100%, в рулоне 50м.;384;Метр;223.21;85 712.64;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1580;4026946-1;9508326-ОЛ-ЗЦП1;33789794;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Состав;"Для полоскания полости рта, противовоспалительное, антибактериальное, без спирта, 300 мл.Содержание ионов фтора: 135 ррм. Содержит фтористый натрий. ""Lacalut white"". (Германия)";12;Флакон;1 607.14;19 285.68;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1581;4026946-1;9508326-ОЛ-ЗЦП1;33793954;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Игла;Иглы для ручного шитья с золотым ушком (сталь) (Германия) в упаковке (10 шт);2;Упаковка;446.43;892.86;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1582;4026946-1;9508326-ОЛ-ЗЦП1;28287304;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Средство моющее;"Средство 500мл, жидкое с пульвизатором, на спиртной основе. Состав: вода, моногексиловый эфир, этиленгликоля, изопропаноламин, гидроксид амония, ПАВ 5%, амфотерное ПАВ 5%, отдушка, краситель."" Mr. Muscle""";300;Бутылка;758.93;227 679.00;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1583;4026946-1;9508326-ОЛ-ЗЦП1;33789628;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Крем;"Цвет черный, нейтральный. Состав: вода алифатические углеводороды 30%, воски, стеариновая кислота, триэтаноламин, консерванты. ""Salamander"" 75 мл. ( Германия)";24;Штука;1 250.00;30 000.00;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1584;4026946-1;9508326-ОЛ-ЗЦП1;33790517;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Шланг поливочный;"Резиновый, двухслойный шланг – прочен, устойчив к механическим деформациям и перекручиванию. Диаметр 15,20. длина 50м. поливочные шланги (Иран). ""Green Garden""";1;Штука;14 285.71;14 285.71;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1585;4026946-1;9508326-ОЛ-ЗЦП1;28288580;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Набор отверток;"Отвертки GROSS сталь S2, имеют намагниченный наконечник. с типом шлица SL3.0, SL5.5 и SL6.5 (плоская отвертка) и PH0, PH1, PH2 (крестовые), покрыты хромовым защитным слоем в пластиковом футляре. (Германия). В наборе 6 шт. Типы насадок в наборе: SL3,0 x 75 мм; SL5,5 x 100 мм; SL6,5 x 150 мм; Ph0 x 75 мм; Ph1 x 150 мм; Ph2 x 100 мм.";1;Набор;7 589.29;7 589.29;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1586;4026946-1;9508326-ОЛ-ЗЦП1;28288443;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Полотенце;"Заправляемые в диспенсеры ZZ бумажные, 2-х слойные ультрамягкие, ""Tork"" Premium, ширина листа 22,6 см. количествово листов в 1 пачке -200шт.,цвет белый с тиснением (Швеция).";1080;Одна пачка;1 964.29;2 121 433.20;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1587;4026946-1;9508326-ОЛ-ЗЦП1;33790392;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Комплектующие к карнизу;Крючок. Пластиковый, усиленный, двойной, цвет белый, размер 25мм;200;Штука;71.42;14 284.00;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1588;4026946-1;9508326-ОЛ-ЗЦП1;33794104;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж чистящий;"Для чистки одежды, материал блистера пластик, 45 листов на блистере ""York"" (Польша)";12;Штука;625.00;7 500.00;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1589;4026946-1;9508326-ОЛ-ЗЦП1;33794080;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Палочка;"Гибкая палочка, ухочистка. Состав: 100% хлопок (ватная головка), полипропилен (палочка) в упаковке 100 шт, ""Chicco"" 160 шт в упаковке. (Италия)";12;Упаковка;1 071.43;12 857.16;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1590;4026946-1;9508326-ОЛ-ЗЦП1;33794124;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Швабра;"Фиксированный сгон из стали с резиновым лезвием для профессионального мытья окон. ""TTS System"" (Италия)";4;Штука;4 464.29;17 857.16;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1591;4026946-1;9508326-ОЛ-ЗЦП1;33794143;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Шубка;"Сменная шубка для мытья окон 45см, изготовленная из 100% полиэстера. ""TTS System"" (Италия)";4;Штука;3 571.43;14 285.72;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1592;4026946-1;9508326-ОЛ-ЗЦП1;33790385;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Комплектующие к карнизу;Стопор винтовой, пластиковый для карнизов, универсальный, цвет белый;30;Штука;17.86;535.80;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
1593;4026946-1;9508326-ОЛ-ЗЦП1;28288411;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Совок;Совок для мусора с резиновой кромкой, материал пластик, цвет красный/синий;24;Штука;446.43;10 714.32;2020-02-24 16:04:50;2020-03-02 16:04:56;Запрос ценовых предложений;Закупка состоялась
